ExpID,,Plot,Date,Depth From,Depth To,ALUM,BD,BORO,CALC,CEC,CHLO,COPP,ELEC,IRON,MAGN,MANG,NH4,NO3,ORGC,PH,PHOS,POTA,RESID,RESIDCN,SODI,SULF,SWC,TOTN,ZINC
7,,205,22/02/1993,120,150,,1.600000024,,,,,,,,,,1.399999976,0.300000012,,,,,,,,,36.63999939,,
7,,205,22/02/1993,150,180,,1.600000024,,,,,,,,,,1.399999976,0.5,,,,,,,,,28.47999954,,
7,,205,22/02/1993,180,210,,1.600000024,,,,,,,,,,0.899999976,0.5,,,,,,,,,20.63999939,,
7,,205,22/02/1993,210,240,,1.600000024,,,,,,,,,,0.800000012,0.800000012,,,,,,,,,23.52000046,,
7,,205,22/02/1993,240,270,,1.600000024,,,,,,,,,,0.800000012,0.800000012,,,,,,,,,22.07999992,,
7,,205,22/02/1993,270,300,,1.600000024,,,,,,,,,,0.800000012,1.200000048,,,,,,,,,22.23999977,,
7,,205,22/02/1993,300,330,,1.600000024,,,,,,,,,,1,2.5,,,,,,,,,35.36000061,,
7,,205,22/02/1993,330,360,,1.600000024,,,,,,,,,,0.899999976,2.299999952,,,,,,,,,21.76000023,,
7,,205,22/02/1993,360,390,,1.600000024,,,,,,,,,,1,3.700000048,,,,,,,,,25.60000038,,
7,,205,18/05/1993,0,0,,,,,,,,,,,,0.5,2.599999905,,,,,,,,,,,
7,,205,18/05/1993,0,20,,1.299999952,,,,,,,,,,0.400000006,2.200000048,,,,,,,,,31.20000076,,
7,,205,18/05/1993,20,40,,1.5,,,,,,,,,,0.5,0.600000024,,,,,,,,,33.29999924,,
7,,205,18/05/1993,40,60,,1.5,,,,,,,,,,0.699999988,0.5,,,,,,,,,33.90000153,,
7,,205,18/05/1993,60,90,,1.200000048,,,,,,,,,,0.300000012,0.899999976,,,,,,,,,32.15999985,,
7,,205,18/05/1993,90,120,,1.299999952,,,,,,,,,,0.5,0.899999976,,,,,,,,,34.45000076,,
7,,205,18/05/1993,120,150,,1.200000048,,,,,,,,,,0.200000003,0.800000012,,,,,,,,,33.36000061,,
7,,206,20/07/1992,0,0,,,,,,,,,,,,34.70000076,128.1000061,,,,,,,,,,,
7,,206,20/07/1992,0,20,,1.299999952,,,,,,,,,,4.633329868,23.76666641,,,,,,,,,18.76329994,,
7,,206,20/07/1992,20,40,,1.366670012,,,,,,,,,,1.666669965,7.199999809,,,,,,,,,24.25329971,,
7,,206,20/07/1992,40,60,,1.433330059,,,,,,,,,,1.566669941,3.56666708,,,,,,,,,27.84000015,,
7,,206,20/07/1992,60,90,,1.366670012,,,,,,,,,,1.5,2.099999905,,,,,,,,,24.98999977,,
7,,206,20/07/1992,90,120,,1.433330059,,,,,,,,,,1.566669941,1.399999976,,,,,,,,,32.66999817,,
7,,206,20/07/1992,120,150,,1.600000024,,,,,,,,,,1.366670012,0.866666973,,,,,,,,,34.45330048,,
7,,206,2/11/1992,0,0,,,,,,,,,,,,2,91.09999847,,,,,,,,,,,
7,,206,2/11/1992,0,20,,1.299999952,,,,,,,,,,1.700000048,6.699999809,,,,,,,,,25.47999954,,
7,,206,2/11/1992,20,40,,1.399999976,,,,,,,,,,1.299999952,9.399999619,,,,,,,,,24.07999992,,
7,,206,2/11/1992,40,60,,1.5,,,,,,,,,,1.5,4,,,,,,,,,19.04999924,,
7,,206,2/11/1992,60,90,,1.5,,,,,,,,,,1.399999976,5.699999809,,,,,,,,,29.39999962,,
7,,206,2/11/1992,90,120,,1.600000024,,,,,,,,,,1.399999976,4.300000191,,,,,,,,,32.47999954,,
7,,206,2/11/1992,120,150,,1.5,,,,,,,,,,1.200000048,4.5,,,,,,,,,29.54999924,,
7,,206,18/05/1993,0,0,,,,,,,,,,,,3.299999952,5.900000095,,,,,,,,,,,
7,,206,18/05/1993,0,20,,1.299999952,,,,,,,,,,3.5,0.699999988,,,,,,,,,30.54999924,,
7,,206,18/05/1993,20,40,,1.399999976,,,,,,,,,,3.900000095,0.699999988,,,,,,,,,31.92000008,,
7,,206,18/05/1993,40,60,,1.399999976,,,,,,,,,,3.099999905,1.899999976,,,,,,,,,32.34000015,,
7,,206,18/05/1993,60,90,,1.200000048,,,,,,,,,,4.699999809,2.200000048,,,,,,,,,29.87999916,,
7,,206,18/05/1993,90,120,,1.200000048,,,,,,,,,,5.599999905,2.599999905,,,,,,,,,33,,
7,,206,18/05/1993,120,150,,1.299999952,,,,,,,,,,4.699999809,3.599999905,,,,,,,,,35.36000061,,
7,,206,8/9/1993,0,20,,0.930000007,,,,,,,,,,0.720000029,1.929999948,,,,,,,,,20.72970009,,
7,,206,8/9/1993,20,40,,1.269999981,,,,,,,,,,1.289999962,1.789999962,,,,,,,,,28.68930054,,
7,,206,8/9/1993,40,60,,1.340000033,,,,,,,,,,1.129999995,1.789999962,,,,,,,,,33.03099823,,
7,,206,8/9/1993,60,90,,1.580000043,,,,,,,,,,0.180000007,1.789999962,,,,,,,,,37.91999817,,
7,,206,8/9/1993,90,120,,1.340000033,,,,,,,,,,0.379999995,2.220000029,,,,,,,,,35.30899811,,
7,,206,8/9/1993,120,150,,1.450000048,,,,,,,,,,0.100000001,1.870000005,,,,,,,,,38.0625,,
7,,206,8/9/1993,150,180,,1.450000048,,,,,,,,,,0.370000005,1.279999971,,,,,,,,,31.24749947,,
7,,206,8/9/1993,180,210,,1.450000048,,,,,,,,,,0.460000008,1.929999948,,,,,,,,,26.6364994,,
7,,206,8/9/1993,210,240,,1.450000048,,,,,,,,,,0.100000001,2.569999933,,,,,,,,,22.96800041,,
7,,206,8/9/1993,240,270,,1.450000048,,,,,,,,,,0.349999994,1.980000019,,,,,,,,,21.12649918,,
7,,206,8/9/1993,270,300,,1.450000048,,,,,,,,,,0.670000017,1.629999995,,,,,,,,,13.84749985,,
7,,207,20/07/1992,0,0,,,,,,,,,,,,16.29999924,176.6000061,,,,,,,,,,,
7,,207,20/07/1992,0,20,,1.333330035,,,,,,,,,,2.400000095,22.53333282,,,,,,,,,21.32999992,,
7,,207,20/07/1992,20,40,,1.399999976,,,,,,,,,,2.333329916,10.39999962,,,,,,,,,26.60000038,,
7,,207,20/07/1992,40,60,,1.333330035,,,,,,,,,,1.533329964,4.099999905,,,,,,,,,29.24670029,,
7,,207,20/07/1992,60,90,,1.600000024,,,,,,,,,,1.5,2.93333292,,,,,,,,,36.29000092,,
7,,207,20/07/1992,90,120,,1.5,,,,,,,,,,1.5,2.43333292,,,,,,,,,36,,
7,,207,20/07/1992,120,150,,1.566669941,,,,,,,,,,1.700000048,1.066666961,,,,,,,,,35.09000015,,
7,,207,2/11/1992,0,0,,,,,,,,,,,,1.600000024,51.20000076,,,,,,,,,,,
7,,207,2/11/1992,0,20,,1.299999952,,,,,,,,,,1.700000048,2.099999905,,,,,,,,,24.95999908,,
7,,207,2/11/1992,20,40,,1.399999976,,,,,,,,,,1.5,2.299999952,,,,,,,,,21.84000015,,
7,,207,2/11/1992,40,60,,1.5,,,,,,,,,,1.100000024,4.5,,,,,,,,,18.75,,
7,,207,2/11/1992,60,90,,1.399999976,,,,,,,,,,1.399999976,4.400000095,,,,,,,,,27.29999924,,
7,,207,2/11/1992,90,120,,1.600000024,,,,,,,,,,1.299999952,3.400000095,,,,,,,,,32.63999939,,
7,,207,2/11/1992,120,150,,1.600000024,,,,,,,,,,1.5,3.299999952,,,,,,,,,30.23999977,,
7,,207,22/02/1993,0,0,,,,,,,,,,,,0.899999976,6.5,,,,,,,,,,,
7,,207,22/02/1993,0,20,,1.200000048,,,,,,,,,,0.800000012,0.400000006,,,,,,,,,26.15999985,,
7,,207,22/02/1993,20,40,,1.399999976,,,,,,,,,,0.800000012,0.300000012,,,,,,,,,29.81999969,,
7,,207,22/02/1993,40,60,,1.399999976,,,,,,,,,,0.600000024,0.300000012,,,,,,,,,30.79999924,,
7,,207,22/02/1993,60,90,,1.299999952,,,,,,,,,,0.699999988,0.5,,,,,,,,,32.24000168,,
7,,207,22/02/1993,90,120,,1.5,,,,,,,,,,0.5,1.200000048,,,,,,,,,34.34999847,,
7,,207,22/02/1993,120,150,,1.399999976,,,,,,,,,,0.600000024,1.5,,,,,,,,,26.18000031,,
7,,207,18/05/1993,0,0,,,,,,,,,,,,4.400000095,1.600000024,,,,,,,,,,,
7,,207,18/05/1993,0,20,,1.299999952,,,,,,,,,,3.200000048,0.600000024,,,,,,,,,27.69000053,,
7,,207,18/05/1993,20,40,,1.399999976,,,,,,,,,,4.199999809,0.400000006,,,,,,,,,29.68000031,,
7,,207,18/05/1993,40,60,,1.5,,,,,,,,,,0.699999988,0.5,,,,,,,,,34.5,,
7,,207,18/05/1993,60,90,,1.5,,,,,,,,,,0.600000024,0.699999988,,,,,,,,,35.70000076,,
7,,207,18/05/1993,90,120,,1.600000024,,,,,,,,,,1.399999976,1.600000024,,,,,,,,,36.63999939,,
7,,207,18/05/1993,120,150,,1.600000024,,,,,,,,,,0.699999988,2.599999905,,,,,,,,,30.87999916,,
7,,207,8/9/1993,0,20,,0.930000007,,,,,,,,,,0.810000002,0.730000019,,,,,,,,,18.20009995,,
7,,207,8/9/1993,20,40,,1.230000019,,,,,,,,,,0.790000021,1.559999943,,,,,,,,,25.00589943,,
7,,207,8/9/1993,40,60,,1.330000043,,,,,,,,,,0.879999995,1.470000029,,,,,,,,,27.79700089,,
7,,207,8/9/1993,60,90,,1.49000001,,,,,,,,,,0.829999983,1.50999999,,,,,,,,,35.67060089,,
7,,207,8/9/1993,90,120,,1.440000057,,,,,,,,,,0.899999976,2.25,,,,,,,,,37.56959915,,
7,,207,8/9/1993,120,150,,1.370000005,,,,,,,,,,0.579999983,2.150000095,,,,,,,,,33.04439926,,
7,,207,8/9/1993,150,180,,1.370000005,,,,,,,,,,0.519999981,1.809999943,,,,,,,,,25.57789993,,
7,,207,8/9/1993,180,210,,1.370000005,,,,,,,,,,0.660000026,1.960000038,,,,,,,,,22.42690086,,
7,,207,8/9/1993,210,240,,1.370000005,,,,,,,,,,0.170000002,1.629999995,,,,,,,,,26.46839905,,
7,,207,8/9/1993,240,270,,1.370000005,,,,,,,,,,0.639999986,1.25999999,,,,,,,,,16.78249931,,
7,,207,8/9/1993,270,300,,1.370000005,,,,,,,,,,0.419999987,1.450000048,,,,,,,,,19.9197998,,
12,,10,24/11/1992,0,20,,1.580000043,,,,,,,,,,2.299999952,16.70000076,,,,,,,,,0.170000002,,
12,,10,24/11/1992,20,40,,1.669999957,,,,,,,,,,1.200000048,4.699999809,,,,,,,,,0.170000002,,
12,,10,24/11/1992,40,60,,1.830000043,,,,,,,,,,0.100000001,1.700000048,,,,,,,,,0.180000007,,
12,,10,24/11/1992,60,90,,1.610000014,,,,,,,,,,0.200000003,4.199999809,,,,,,,,,0.189999998,,
12,,10,24/11/1992,90,120,,1.549999952,,,,,,,,,,0.200000003,10.60000038,,,,,,,,,0.340000004,,
12,,10,24/11/1992,120,150,,1.100000024,,,,,,,,,,0.200000003,16,,,,,,,,,0.270000011,,
12,,10,14/12/1992,0,20,,1.460000038,,,,,,,,,,0.800000012,41,,,,,,,,,0.109999999,,
12,,10,14/12/1992,20,40,,1.610000014,,,,,,,,,,0.899999976,14.39999962,,,,,,,,,0.129999995,,
12,,10,14/12/1992,40,60,,1.679999948,,,,,,,,,,0.300000012,3,,,,,,,,,0.150000006,,
12,,10,14/12/1992,60,90,,1.720000029,,,,,,,,,,0.300000012,1.700000048,,,,,,,,,0.180000007,,
12,,10,14/12/1992,90,120,,1.580000043,,,,,,,,,,0.200000003,4.5,,,,,,,,,0.310000002,,
12,,10,14/12/1992,120,150,,1.350000024,,,,,,,,,,0.300000012,7.800000191,,,,,,,,,0.300000012,,
12,,10,11/1/1993,0,20,,1.539999962,,,,,,,,,,2.200000048,10.89999962,,,,,,,,,0.270000011,,
12,,10,11/1/1993,20,40,,1.580000043,,,,,,,,,,6.699999809,21.60000038,,,,,,,,,0.25999999,,
12,,10,11/1/1993,40,60,,1.659999967,,,,,,,,,,1.299999952,9.199999809,,,,,,,,,0.239999995,,
12,,10,11/1/1993,60,90,,1.600000024,,,,,,,,,,1,3.099999905,,,,,,,,,0.270000011,,
12,,10,11/1/1993,90,120,,1.470000029,,,,,,,,,,2.900000095,9.600000381,,,,,,,,,0.379999995,,
12,,10,11/1/1993,120,150,,1.559999943,,,,,,,,,,2.5,11.60000038,,,,,,,,,0.439999998,,
12,,10,15/02/1993,0,20,,1.669999957,,,,,,,,,,5.199999809,8.300000191,,,,,,,,,0.159999996,,
12,,10,15/02/1993,20,40,,1.700000048,,,,,,,,,,4.400000095,13.19999981,,,,,,,,,0.180000007,,
12,,10,15/02/1993,40,60,,1.779999971,,,,,,,,,,1.799999952,11.39999962,,,,,,,,,0.189999998,,
12,,10,15/02/1993,60,90,,1.659999967,,,,,,,,,,2.099999905,5.599999905,,,,,,,,,0.239999995,,
12,,10,15/02/1993,90,120,,1.590000033,,,,,,,,,,2.599999905,7.5,,,,,,,,,0.349999994,,
12,,10,15/02/1993,120,150,,1.779999971,,,,,,,,,,1.5,10.60000038,,,,,,,,,0.389999986,,
12,,10,29/03/1993,0,20,,1.610000014,,,,,,,,,,0.400000006,0.899999976,,,,,,,,,0.180000007,,
12,,10,29/03/1993,20,40,,1.710000038,,,,,,,,,,1,1.5,,,,,,,,,0.189999998,,
12,,10,29/03/1993,40,60,,1.789999962,,,,,,,,,,0.5,7.699999809,,,,,,,,,0.200000003,,
12,,10,29/03/1993,60,90,,1.710000038,,,,,,,,,,0.5,13.30000019,,,,,,,,,0.25,,
12,,10,29/03/1993,90,120,,1.75,,,,,,,,,,0,11.5,,,,,,,,,0.349999994,,
12,,10,29/03/1993,120,150,,1.600000024,,,,,,,,,,0,11.80000019,,,,,,,,,0.360000014,,
12,,10,15/05/1993,0,20,,1.600000024,,,,,,,,,,1,0.800000012,,,,,,,,,0.219999999,,
12,,10,15/05/1993,20,40,,1.74000001,,,,,,,,,,0.300000012,0.699999988,,,,,,,,,0.239999995,,
12,,10,15/05/1993,40,60,,1.799999952,,,,,,,,,,0.800000012,0.699999988,,,,,,,,,0.219999999,,
12,,10,15/05/1993,60,90,,1.679999948,,,,,,,,,,0.800000012,4.900000095,,,,,,,,,0.270000011,,
12,,10,15/05/1993,90,120,,1.580000043,,,,,,,,,,0.400000006,8.899999619,,,,,,,,,0.370000005,,
12,,10,15/05/1993,120,150,,1.610000014,,,,,,,,,,0,12,,,,,,,,,0.409999996,,
12,,11,24/11/1992,0,20,,1.580000043,,,,,,,,,,6.099999905,25.70000076,,,,,,,,,0.150000006,,
12,,11,24/11/1992,20,40,,1.610000014,,,,,,,,,,1.200000048,3.400000095,,,,,,,,,0.150000006,,
12,,11,24/11/1992,40,60,,1.730000019,,,,,,,,,,0.100000001,0.899999976,,,,,,,,,0.129999995,,
12,,11,24/11/1992,60,90,,1.679999948,,,,,,,,,,0.100000001,1.200000048,,,,,,,,,0.180000007,,
12,,11,24/11/1992,90,120,,1.629999995,,,,,,,,,,0.200000003,4.800000191,,,,,,,,,0.349999994,,
12,,11,24/11/1992,120,150,,1.559999943,,,,,,,,,,0.100000001,14.5,,,,,,,,,0.349999994,,
12,,11,14/12/1992,0,20,,1.480000019,,,,,,,,,,2.200000048,22.70000076,,,,,,,,,0.109999999,,
12,,11,14/12/1992,20,40,,1.659999967,,,,,,,,,,1,10.39999962,,,,,,,,,0.140000001,,
12,,11,14/12/1992,40,60,,1.75,,,,,,,,,,0.100000001,1.600000024,,,,,,,,,0.140000001,,
12,,11,14/12/1992,60,90,,1.75,,,,,,,,,,0.100000001,1.5,,,,,,,,,0.200000003,,
12,,11,14/12/1992,90,120,,1.600000024,,,,,,,,,,0.300000012,8.899999619,,,,,,,,,0.330000013,,
12,,11,14/12/1992,120,150,,1.450000048,,,,,,,,,,0.100000001,26.10000038,,,,,,,,,0.330000013,,
12,,11,15/02/1993,0,20,,1.659999967,,,,,,,,,,2.799999952,9.699999809,,,,,,,,,0.180000007,,
12,,11,15/02/1993,20,40,,1.639999986,,,,,,,,,,4.300000191,11.19999981,,,,,,,,,0.180000007,,
12,,11,15/02/1993,40,60,,1.799999952,,,,,,,,,,2.299999952,8.100000381,,,,,,,,,0.189999998,,
12,,11,15/02/1993,60,90,,1.659999967,,,,,,,,,,1.200000048,3.200000048,,,,,,,,,0.25,,
12,,11,15/02/1993,90,120,,1.539999962,,,,,,,,,,1.299999952,13.5,,,,,,,,,0.289999992,,
12,,11,15/02/1993,120,150,,1.629999995,,,,,,,,,,2,22.89999962,,,,,,,,,0.379999995,,
12,,11,29/03/1993,0,20,,1.690000057,,,,,,,,,,0.400000006,5.400000095,,,,,,,,,0.189999998,,
12,,11,29/03/1993,20,40,,1.649999976,,,,,,,,,,1.200000048,18.79999924,,,,,,,,,0.189999998,,
12,,11,29/03/1993,40,60,,1.809999943,,,,,,,,,,1.299999952,17.20000076,,,,,,,,,0.200000003,,
12,,11,29/03/1993,60,90,,1.690000057,,,,,,,,,,0.699999988,11.39999962,,,,,,,,,0.25999999,,
12,,11,29/03/1993,90,120,,1.570000052,,,,,,,,,,0.300000012,12.80000019,,,,,,,,,0.360000014,,
12,,11,29/03/1993,120,150,,1.639999986,,,,,,,,,,0,17.79999924,,,,,,,,,0.400000006,,
12,,11,15/05/1993,0,20,,1.620000005,,,,,,,,,,0.300000012,1.200000048,,,,,,,,,0.200000003,,
12,,11,15/05/1993,20,40,,1.75,,,,,,,,,,0.300000012,1.399999976,,,,,,,,,0.219999999,,
12,,11,15/05/1993,40,60,,1.75999999,,,,,,,,,,0.400000006,8.300000191,,,,,,,,,0.200000003,,
12,,11,15/05/1993,60,90,,1.74000001,,,,,,,,,,0.400000006,18.79999924,,,,,,,,,0.230000004,,
12,,11,15/05/1993,90,120,,1.50999999,,,,,,,,,,0.100000001,13.39999962,,,,,,,,,0.370000005,,
12,,11,15/05/1993,120,150,,1.440000057,,,,,,,,,,0,25.89999962,,,,,,,,,0.340000004,,
12,,12,24/11/1992,0,20,,1.470000029,,,,,,,,,,0.300000012,2,,,,,,,,,0.140000001,,
12,,12,24/11/1992,20,40,,1.620000005,,,,,,,,,,0.100000001,0.899999976,,,,,,,,,0.159999996,,
12,,12,24/11/1992,40,60,,1.700000048,,,,,,,,,,0.100000001,0.300000012,,,,,,,,,0.140000001,,
12,,12,24/11/1992,60,90,,1.710000038,,,,,,,,,,0.100000001,1,,,,,,,,,0.200000003,,
12,,12,14/12/1992,0,20,,1.460000038,,,,,,,,,,0.200000003,1.100000024,,,,,,,,,0.109999999,,
12,,12,14/12/1992,20,40,,1.610000014,,,,,,,,,,0.100000001,1.100000024,,,,,,,,,0.150000006,,
12,,12,14/12/1992,40,60,,1.75,,,,,,,,,,0.100000001,0.699999988,,,,,,,,,0.159999996,,
12,,12,14/12/1992,60,90,,1.720000029,,,,,,,,,,0,0.5,,,,,,,,,0.219999999,,
12,,12,14/12/1992,90,120,,1.590000033,,,,,,,,,,0,4.099999905,,,,,,,,,0.349999994,,
12,,12,11/1/1993,0,20,,1.460000038,,,,,,,,,,3,0.5,,,,,,,,,0.25,,
12,,12,11/1/1993,20,40,,1.639999986,,,,,,,,,,2.799999952,0.300000012,,,,,,,,,0.25999999,,
12,,12,11/1/1993,40,60,,1.75,,,,,,,,,,2.200000048,0.600000024,,,,,,,,,0.25,,
12,,12,11/1/1993,60,90,,1.710000038,,,,,,,,,,2.599999905,0.600000024,,,,,,,,,0.289999992,,
12,,12,11/1/1993,90,120,,1.529999971,,,,,,,,,,2.900000095,6.699999809,,,,,,,,,0.360000014,,
12,,12,11/1/1993,120,150,,1.519999981,,,,,,,,,,4.699999809,14.30000019,,,,,,,,,0.430000007,,
12,,12,15/02/1993,0,20,,1.570000052,,,,,,,,,,1.399999976,0.899999976,,,,,,,,,0.170000002,,
12,,12,15/02/1993,20,40,,1.649999976,,,,,,,,,,1,0.800000012,,,,,,,,,0.200000003,,
12,,12,15/02/1993,40,60,,1.809999943,,,,,,,,,,0.800000012,0.600000024,,,,,,,,,0.209999993,,
12,,12,15/02/1993,60,90,,1.679999948,,,,,,,,,,1,0.699999988,,,,,,,,,0.25999999,,
12,,12,15/02/1993,90,120,,1.590000033,,,,,,,,,,0.5,4.599999905,,,,,,,,,0.360000014,,
12,,12,15/02/1993,120,150,,1.669999957,,,,,,,,,,0.400000006,15.80000019,,,,,,,,,0.389999986,,
12,,12,29/03/1993,0,20,,1.610000014,,,,,,,,,,0.699999988,0.699999988,,,,,,,,,0.180000007,,
12,,12,29/03/1993,20,40,,1.690000057,,,,,,,,,,0.800000012,0.800000012,,,,,,,,,0.209999993,,
12,,12,29/03/1993,40,60,,1.840000033,,,,,,,,,,0.699999988,0.600000024,,,,,,,,,0.209999993,,
12,,12,29/03/1993,60,90,,1.700000048,,,,,,,,,,0.5,0.699999988,,,,,,,,,0.280000001,,
12,,12,29/03/1993,90,120,,1.539999962,,,,,,,,,,0,4.199999809,,,,,,,,,0.389999986,,
12,,12,29/03/1993,120,150,,1.659999967,,,,,,,,,,0,19.5,,,,,,,,,0.400000006,,
12,,12,15/05/1993,0,20,,1.610000014,,,,,,,,,,0.300000012,0.800000012,,,,,,,,,0.200000003,,
12,,12,15/05/1993,20,40,,1.809999943,,,,,,,,,,0.300000012,0.699999988,,,,,,,,,0.239999995,,
12,,12,15/05/1993,40,60,,1.850000024,,,,,,,,,,0.800000012,0.600000024,,,,,,,,,0.209999993,,
12,,12,15/05/1993,60,90,,1.580000043,,,,,,,,,,0.200000003,0.699999988,,,,,,,,,0.25,,
12,,12,15/05/1993,90,120,,1.559999943,,,,,,,,,,0.300000012,2.299999952,,,,,,,,,0.379999995,,
12,,12,15/05/1993,120,150,,1.50999999,,,,,,,,,,0,10,,,,,,,,,0.360000014,,
12,,3,24/11/1992,0,20,,1.600000024,,,,,,,,,,2.700000048,21.29999924,,,,,,,,,0.189999998,,
12,,3,24/11/1992,20,40,,1.639999986,,,,,,,,,,1.5,6,,,,,,,,,0.209999993,,
12,,3,24/11/1992,40,60,,1.75,,,,,,,,,,0.200000003,2.400000095,,,,,,,,,0.219999999,,
12,,3,24/11/1992,60,90,,1.700000048,,,,,,,,,,0.100000001,0.899999976,,,,,,,,,0.230000004,,
12,,3,24/11/1992,90,120,,1.600000024,,,,,,,,,,0.100000001,1.799999952,,,,,,,,,0.280000001,,
12,,3,24/11/1992,120,150,,1.570000052,,,,,,,,,,0.100000001,5.599999905,,,,,,,,,0.289999992,,
12,,3,14/12/1992,0,20,,1.519999981,,,,,,,,,,2.200000048,24.39999962,,,,,,,,,0.119999997,,
12,,3,14/12/1992,20,40,,1.590000033,,,,,,,,,,1.799999952,12.39999962,,,,,,,,,0.159999996,,
12,,3,14/12/1992,40,60,,1.679999948,,,,,,,,,,0.400000006,5.400000095,,,,,,,,,0.189999998,,
12,,3,14/12/1992,60,90,,1.669999957,,,,,,,,,,0.400000006,1.200000048,,,,,,,,,0.209999993,,
12,,3,14/12/1992,90,120,,1.629999995,,,,,,,,,,0.200000003,2.299999952,,,,,,,,,0.289999992,,
12,,3,14/12/1992,120,150,,1.559999943,,,,,,,,,,0.200000003,7.099999905,,,,,,,,,0.319999993,,
12,,3,11/1/1993,20,40,,1.549999952,,,,,,,,,,12.10000038,23.89999962,,,,,,,,,0.219999999,,
12,,3,11/1/1993,40,60,,1.74000001,,,,,,,,,,2.200000048,5,,,,,,,,,0.209999993,,
12,,3,11/1/1993,60,90,,1.649999976,,,,,,,,,,1.299999952,1,,,,,,,,,0.200000003,,
12,,3,11/1/1993,90,120,,1.519999981,,,,,,,,,,3.200000048,3.099999905,,,,,,,,,0.330000013,,
12,,3,11/1/1993,120,150,,1.690000057,,,,,,,,,,2.700000048,9.5,,,,,,,,,0.409999996,,
12,,3,15/02/1993,0,20,,1.570000052,,,,,,,,,,5.900000095,24.79999924,,,,,,,,,0.170000002,,
12,,3,15/02/1993,20,40,,1.629999995,,,,,,,,,,4.900000095,19.10000038,,,,,,,,,0.150000006,,
12,,3,15/02/1993,40,60,,1.789999962,,,,,,,,,,3,8.199999809,,,,,,,,,0.159999996,,
12,,3,15/02/1993,60,90,,1.690000057,,,,,,,,,,2.700000048,3,,,,,,,,,0.180000007,,
12,,3,15/02/1993,90,120,,1.620000005,,,,,,,,,,2,4.400000095,,,,,,,,,0.289999992,,
12,,3,15/02/1993,120,150,,1.690000057,,,,,,,,,,2.299999952,5.300000191,,,,,,,,,0.340000004,,
12,,3,29/03/1993,0,20,,1.600000024,,,,,,,,,,1.299999952,12.10000038,,,,,,,,,0.189999998,,
12,,3,29/03/1993,20,40,,1.649999976,,,,,,,,,,1.899999976,18.10000038,,,,,,,,,0.209999993,,
12,,3,29/03/1993,40,60,,1.820000052,,,,,,,,,,0.300000012,18.60000038,,,,,,,,,0.209999993,,
12,,3,29/03/1993,60,90,,1.75,,,,,,,,,,0.5,13.89999962,,,,,,,,,0.219999999,,
12,,3,29/03/1993,90,120,,1.610000014,,,,,,,,,,0.800000012,3.799999952,,,,,,,,,0.300000012,,
12,,3,29/03/1993,120,150,,1.649999976,,,,,,,,,,1.700000048,6.300000191,,,,,,,,,0.340000004,,
12,,3,15/05/1993,0,20,,1.600000024,,,,,,,,,,2.099999905,0.800000012,,,,,,,,,0.209999993,,
12,,3,15/05/1993,20,40,,1.649999976,,,,,,,,,,0.899999976,0.300000012,,,,,,,,,0.230000004,,
12,,3,15/05/1993,40,60,,1.820000052,,,,,,,,,,0.600000024,0.100000001,,,,,,,,,0.219999999,,
12,,3,15/05/1993,60,90,,1.75,,,,,,,,,,1,3.900000095,,,,,,,,,0.239999995,,
12,,3,15/05/1993,90,120,,1.610000014,,,,,,,,,,0.800000012,9.399999619,,,,,,,,,0.379999995,,
12,,3,15/05/1993,120,150,,1.649999976,,,,,,,,,,1.100000024,7.599999905,,,,,,,,,0.409999996,,
12,,3,1/11/1993,0,20,,1.50999999,,,,,,,,,,10.39999962,32.79999924,,,,,,,,,0.25,,
12,,8,24/11/1992,0,20,,1.470000029,,,,,,,,,,5,43.79999924,,,,,,,,,0.159999996,,
12,,8,24/11/1992,20,40,,1.600000024,,,,,,,,,,1.799999952,10.89999962,,,,,,,,,0.170000002,,
12,,8,24/11/1992,40,60,,1.75999999,,,,,,,,,,0.200000003,1.100000024,,,,,,,,,0.150000006,,
12,,8,24/11/1992,60,90,,1.629999995,,,,,,,,,,0.100000001,0.699999988,,,,,,,,,0.200000003,,
12,,8,24/11/1992,90,120,,1.50999999,,,,,,,,,,0.200000003,5.900000095,,,,,,,,,0.340000004,,
12,,8,24/11/1992,120,150,,1.529999971,,,,,,,,,,0.100000001,8.100000381,,,,,,,,,0.349999994,,
12,,8,14/12/1992,0,20,,1.580000043,,,,,,,,,,1.5,30.70000076,,,,,,,,,0.100000001,,
12,,8,14/12/1992,20,40,,1.690000057,,,,,,,,,,0.600000024,8.800000191,,,,,,,,,0.119999997,,
12,,8,14/12/1992,40,60,,1.789999962,,,,,,,,,,0.300000012,1,,,,,,,,,0.119999997,,
12,,8,14/12/1992,60,90,,1.690000057,,,,,,,,,,0.300000012,1.600000024,,,,,,,,,0.200000003,,
12,,8,14/12/1992,90,120,,1.529999971,,,,,,,,,,0.200000003,8.399999619,,,,,,,,,0.349999994,,
12,,8,14/12/1992,120,150,,1.49000001,,,,,,,,,,0.300000012,14,,,,,,,,,0.349999994,,
12,,8,11/1/1993,0,20,,1.570000052,,,,,,,,,,3.299999952,17.60000038,,,,,,,,,0.270000011,,
12,,8,11/1/1993,20,40,,1.629999995,,,,,,,,,,4.699999809,25.60000038,,,,,,,,,0.219999999,,
12,,8,11/1/1993,40,60,,1.659999967,,,,,,,,,,1.200000048,2.900000095,,,,,,,,,0.180000007,,
