ExpID,,Plot,Date,Depth From,Depth To,ALUM,BD,BORO,CALC,CEC,CHLO,COPP,ELEC,IRON,MAGN,MANG,NH4,NO3,ORGC,PH,PHOS,POTA,RESID,RESIDCN,SODI,SULF,SWC,TOTN,ZINC
5,,204,8/9/1993,210,240,,1.600000024,,,,,,,,,,0.899999976,1.059999943,,,,,,,,,0.285600007,,
5,,204,8/9/1993,240,270,,1.600000024,,,,,,,,,,1.049999952,0.50999999,,,,,,,,,0.11152,,
5,,204,8/9/1993,270,300,,1.600000024,,,,,,,,,,0.810000002,0.699999988,,,,,,,,,0.143999994,,
5,,205,9/4/1992,0,20,16.53000069,,0.02,4.320000172,1,12,1.5,0.050000001,9,0.239999995,1.200000048,,4,1.200000048,7.599999905,11.65999985,0.01,,,0.300000012,155,,,28
5,,206,9/4/1992,0,20,16.53000069,,0.02,4.320000172,1,12,1.5,0.050000001,9,0.239999995,1.200000048,,4,1.200000048,7.599999905,11.65999985,0.01,,,0.300000012,155,,,28
5,,207,9/4/1992,0,20,16.53000069,,0.02,4.320000172,1,12,1.5,0.050000001,9,0.239999995,1.200000048,,4,1.200000048,7.599999905,11.65999985,0.01,,,0.300000012,155,,,28
5,,207,20/07/1992,0,0,,,,,,,,,,,,16.29999924,176.6000061,,,,,,,,,,,
5,,207,20/07/1992,0,20,,1.333330035,,,,,,,,,,2.400000095,22.53333282,,,,,,,,,0.213300005,,
5,,207,20/07/1992,20,40,,1.399999976,,,,,,,,,,2.333329916,10.39999962,,,,,,,,,0.266000003,,
5,,207,20/07/1992,40,60,,1.333330035,,,,,,,,,,1.533329964,4.099999905,,,,,,,,,0.292466998,,
5,,207,20/07/1992,60,90,,1.600000024,,,,,,,,,,1.5,2.93333292,,,,,,,,,0.362899989,,
5,,207,20/07/1992,90,120,,1.5,,,,,,,,,,1.5,2.43333292,,,,,,,,,0.360000014,,
5,,207,20/07/1992,120,150,,1.566669941,,,,,,,,,,1.700000048,1.066666961,,,,,,,,,0.350899994,,
5,,207,2/11/1992,0,0,,,,,,,,,,,,1.600000024,51.20000076,,,,,,,,,,,
5,,207,2/11/1992,0,20,,1.299999952,,,,,,,,,,1.700000048,2.099999905,,,,,,,,,0.249599993,,
5,,207,2/11/1992,20,40,,1.399999976,,,,,,,,,,1.5,2.299999952,,,,,,,,,0.218400002,,
5,,207,2/11/1992,40,60,,1.5,,,,,,,,,,1.100000024,4.5,,,,,,,,,0.1875,,
5,,207,2/11/1992,60,90,,1.399999976,,,,,,,,,,1.399999976,4.400000095,,,,,,,,,0.273000002,,
5,,207,2/11/1992,90,120,,1.600000024,,,,,,,,,,1.299999952,3.400000095,,,,,,,,,0.326400012,,
5,,207,2/11/1992,120,150,,1.600000024,,,,,,,,,,1.5,3.299999952,,,,,,,,,0.302399993,,
5,,207,22/02/1993,0,0,,,,,,,,,,,,0.899999976,6.5,,,,,,,,,,,
5,,207,22/02/1993,0,20,,1.200000048,,,,,,,,,,0.800000012,0.400000006,,,,,,,,,0.261599988,,
5,,207,22/02/1993,20,40,,1.399999976,,,,,,,,,,0.800000012,0.300000012,,,,,,,,,0.298200011,,
5,,207,22/02/1993,40,60,,1.399999976,,,,,,,,,,0.600000024,0.300000012,,,,,,,,,0.307999998,,
5,,207,22/02/1993,60,90,,1.299999952,,,,,,,,,,0.699999988,0.5,,,,,,,,,0.322400004,,
5,,207,22/02/1993,90,120,,1.5,,,,,,,,,,0.5,1.200000048,,,,,,,,,0.343499988,,
5,,207,22/02/1993,120,150,,1.399999976,,,,,,,,,,0.600000024,1.5,,,,,,,,,0.261799991,,
5,,207,18/05/1993,0,0,,,,,,,,,,,,4.400000095,1.600000024,,,,,,,,,,,
5,,207,18/05/1993,0,20,,1.299999952,,,,,,,,,,3.200000048,0.600000024,,,,,,,,,0.276899993,,
5,,207,18/05/1993,20,40,,1.399999976,,,,,,,,,,4.199999809,0.400000006,,,,,,,,,0.296799988,,
5,,207,18/05/1993,40,60,,1.5,,,,,,,,,,0.699999988,0.5,,,,,,,,,0.344999999,,
5,,207,18/05/1993,60,90,,1.5,,,,,,,,,,0.600000024,0.699999988,,,,,,,,,0.356999993,,
5,,207,18/05/1993,90,120,,1.600000024,,,,,,,,,,1.399999976,1.600000024,,,,,,,,,0.366400003,,
5,,207,18/05/1993,120,150,,1.600000024,,,,,,,,,,0.699999988,2.599999905,,,,,,,,,0.308800012,,
5,,207,8/9/1993,0,20,,0.930000007,,,,,,,,,,0.810000002,0.730000019,,,,,,,,,0.182000995,,
5,,207,8/9/1993,20,40,,1.230000019,,,,,,,,,,0.790000021,1.559999943,,,,,,,,,0.250059009,,
5,,207,8/9/1993,40,60,,1.330000043,,,,,,,,,,0.879999995,1.470000029,,,,,,,,,0.277969986,,
5,,207,8/9/1993,60,90,,1.49000001,,,,,,,,,,0.829999983,1.50999999,,,,,,,,,0.356705993,,
5,,207,8/9/1993,90,120,,1.440000057,,,,,,,,,,0.899999976,2.25,,,,,,,,,0.375696003,,
5,,207,8/9/1993,120,150,,1.370000005,,,,,,,,,,0.579999983,2.150000095,,,,,,,,,0.330444008,,
5,,207,8/9/1993,150,180,,1.370000005,,,,,,,,,,0.519999981,1.809999943,,,,,,,,,0.255778998,,
5,,207,8/9/1993,180,210,,1.370000005,,,,,,,,,,0.660000026,1.960000038,,,,,,,,,0.224269003,,
5,,207,8/9/1993,210,240,,1.370000005,,,,,,,,,,0.170000002,1.629999995,,,,,,,,,0.264683992,,
5,,207,8/9/1993,240,270,,1.370000005,,,,,,,,,,0.639999986,1.25999999,,,,,,,,,0.167824998,,
5,,207,8/9/1993,270,300,,1.370000005,,,,,,,,,,0.419999987,1.450000048,,,,,,,,,0.199197993,,
5,,208,9/4/1992,0,20,16.53000069,,0.02,4.320000172,1,12,1.5,0.050000001,9,0.239999995,1.200000048,,4,1.200000048,7.599999905,11.65999985,0.01,,,0.300000012,155,,,28
5,,208,20/07/1992,0,0,,,,,,,,,,,,1.5,89.90000153,,,,,,,,,,,
5,,208,20/07/1992,0,20,,1.333330035,,,,,,,,,,2.066669941,16.16666794,,,,,,,,,0.213799998,,
5,,208,20/07/1992,20,40,,1.399999976,,,,,,,,,,2.266669989,4.866666794,,,,,,,,,0.274500012,,
5,,208,20/07/1992,40,60,,1.433330059,,,,,,,,,,2.233330011,2.733333111,,,,,,,,,0.305366993,,
5,,208,20/07/1992,60,90,,1.5,,,,,,,,,,2.333329916,2.533333063,,,,,,,,,0.339899987,,
5,,208,20/07/1992,90,120,,1.566669941,,,,,,,,,,2.566669941,2.400000095,,,,,,,,,0.356099993,,
5,,208,20/07/1992,120,150,,1.799999952,,,,,,,,,,2.633330107,0.966666996,,,,,,,,,0.331133008,,
5,,208,2/11/1992,0,0,,,,,,,,,,,,2.099999905,57.59999847,,,,,,,,,,,
5,,208,2/11/1992,0,20,,1.200000048,,,,,,,,,,2.099999905,1.700000048,,,,,,,,,0.286799997,,
5,,208,2/11/1992,20,40,,1.399999976,,,,,,,,,,2,1.100000024,,,,,,,,,0.323399991,,
5,,208,2/11/1992,40,60,,1.299999952,,,,,,,,,,1.700000048,2.5,,,,,,,,,0.273000002,,
5,,208,2/11/1992,60,90,,1.399999976,,,,,,,,,,1.700000048,5.699999809,,,,,,,,,0.321999997,,
5,,208,2/11/1992,90,120,,1.5,,,,,,,,,,1.5,1.100000024,,,,,,,,,0.307500005,,
5,,208,2/11/1992,120,150,,1.600000024,,,,,,,,,,1.799999952,1.200000048,,,,,,,,,0.283199996,,
5,,208,22/02/1993,0,0,,,,,,,,,,,,1.200000048,6.800000191,,,,,,,,,,,
5,,208,22/02/1993,0,20,,1.200000048,,,,,,,,,,1.100000024,2.299999952,,,,,,,,,0.286799997,,
5,,208,22/02/1993,20,40,,1.299999952,,,,,,,,,,1.200000048,1.399999976,,,,,,,,,0.313300014,,
5,,208,22/02/1993,40,60,,1.299999952,,,,,,,,,,1.100000024,1,,,,,,,,,0.315899998,,
5,,208,22/02/1993,60,90,,1.299999952,,,,,,,,,,1.200000048,1.399999976,,,,,,,,,0.330199987,,
5,,208,22/02/1993,90,120,,1.600000024,,,,,,,,,,1.200000048,0.800000012,,,,,,,,,0.398400009,,
5,,208,22/02/1993,120,150,,1.600000024,,,,,,,,,,1.200000048,0.600000024,,,,,,,,,0.353599995,,
5,,208,18/05/1993,0,0,,,,,,,,,,,,2,1.899999976,,,,,,,,,,,
5,,208,18/05/1993,0,20,,1.299999952,,,,,,,,,,2.400000095,0.800000012,,,,,,,,,0.270399988,,
5,,208,18/05/1993,20,40,,1.5,,,,,,,,,,2.099999905,0.800000012,,,,,,,,,0.335999995,,
5,,208,18/05/1993,40,60,,1.399999976,,,,,,,,,,0.699999988,0.899999976,,,,,,,,,0.328999996,,
5,,208,18/05/1993,60,90,,1.5,,,,,,,,,,1.399999976,0.899999976,,,,,,,,,0.360000014,,
5,,208,18/05/1993,90,120,,1.600000024,,,,,,,,,,1.899999976,0.800000012,,,,,,,,,0.371199995,,
5,,208,18/05/1993,120,150,,1.700000048,,,,,,,,,,2,0.800000012,,,,,,,,,0.345099986,,
5,,208,8/9/1993,0,20,,0.949999988,,,,,,,,,,1.679999948,1.149999976,,,,,,,,,0.200259998,,
5,,208,8/9/1993,20,40,,1.179999948,,,,,,,,,,0,1.370000005,,,,,,,,,0.266443998,,
5,,208,8/9/1993,40,60,,1.210000038,,,,,,,,,,1.129999995,1.49000001,,,,,,,,,0.264506012,,
5,,208,8/9/1993,60,90,,1.50999999,,,,,,,,,,0,1.340000033,,,,,,,,,0.357719004,,
5,,208,8/9/1993,90,120,,1.100000024,,,,,,,,,,0,1.460000038,,,,,,,,,0.288859993,,
5,,208,8/9/1993,120,150,,1.080000043,,,,,,,,,,0.409999996,0.949999988,,,,,,,,,0.254016012,,
5,,208,8/9/1993,150,180,,1.080000043,,,,,,,,,,0.550000012,0.930000007,,,,,,,,,0.271295995,,
5,,208,8/9/1993,180,210,,1.080000043,,,,,,,,,,0.059999999,0.699999988,,,,,,,,,0.286632001,,
5,,208,8/9/1993,210,240,,1.080000043,,,,,,,,,,0.289999992,0.75999999,,,,,,,,,0.253259987,,
5,,208,8/9/1993,240,270,,1.080000043,,,,,,,,,,0.039999999,0.910000026,,,,,,,,,0.236087993,,
5,,208,8/9/1993,270,300,,1.080000043,,,,,,,,,,0.610000014,0.930000007,,,,,,,,,0.189107999,,
6,,201,20/07/1992,0,0,,,,,,,,,,,,6.5,113.4000015,,,,,,,,,,,
6,,201,20/07/1992,0,20,,1.366670012,,,,,,,,,,1.433330059,25.20000076,,,,,,,,,0.219300002,,
6,,201,20/07/1992,20,40,,1.533329964,,,,,,,,,,1.333330035,7.966667175,,,,,,,,,0.236467004,,
6,,201,20/07/1992,40,60,,1.5,,,,,,,,,,1.133329988,4.666666985,,,,,,,,,0.280499995,,
6,,201,20/07/1992,60,90,,1.633329988,,,,,,,,,,2.700000048,3.666666985,,,,,,,,,0.251199991,,
6,,201,20/07/1992,90,120,,1.399999976,,,,,,,,,,2.033329964,2.533333063,,,,,,,,,0.209999993,,
6,,201,20/07/1992,120,150,,1.366670012,,,,,,,,,,1.333330035,1.200000048,,,,,,,,,0.141299993,,
6,,201,2/11/1992,0,0,,,,,,,,,,,,1.5,50.70000076,,,,,,,,,,,
6,,201,2/11/1992,0,20,,1.399999976,,,,,,,,,,3,2.599999905,,,,,,,,,0.340200007,,
6,,201,2/11/1992,20,40,,1.5,,,,,,,,,,2.5,10.10000038,,,,,,,,,0.316500008,,
6,,201,2/11/1992,40,60,,1.399999976,,,,,,,,,,1.799999952,5.099999905,,,,,,,,,0.282799989,,
6,,201,2/11/1992,60,90,,1.200000048,,,,,,,,,,1.399999976,5.800000191,,,,,,,,,0.2412,,
6,,201,2/11/1992,90,120,,1.5,,,,,,,,,,1.799999952,2.700000048,,,,,,,,,0.279000014,,
6,,201,2/11/1992,120,150,,1.5,,,,,,,,,,2.599999905,1.5,,,,,,,,,0.231000006,,
6,,201,22/02/1993,0,0,,,,,,,,,,,,1.399999976,8.100000381,,,,,,,,,,,
6,,201,22/02/1993,0,20,,1.299999952,,,,,,,,,,1.399999976,2.5,,,,,,,,,0.293799996,,
6,,201,22/02/1993,20,40,,1.399999976,,,,,,,,,,1,1.399999976,,,,,,,,,0.309399992,,
6,,201,22/02/1993,40,60,,1.5,,,,,,,,,,1,1.100000024,,,,,,,,,0.324000001,,
6,,201,22/02/1993,60,90,,1.299999952,,,,,,,,,,0.899999976,1.100000024,,,,,,,,,0.305500001,,
6,,201,22/02/1993,90,120,,1.399999976,,,,,,,,,,0.699999988,4.400000095,,,,,,,,,0.394800007,,
6,,201,22/02/1993,120,150,,1.5,,,,,,,,,,0.800000012,5,,,,,,,,,0.300000012,,
6,,201,18/05/1993,0,0,,,,,,,,,,,,2,3,,,,,,,,,,,
6,,201,18/05/1993,0,20,,1.299999952,,,,,,,,,,2.099999905,1.200000048,,,,,,,,,0.289900005,,
6,,201,18/05/1993,20,40,,1.5,,,,,,,,,,2.200000048,0.899999976,,,,,,,,,0.335999995,,
6,,201,18/05/1993,40,60,,1.5,,,,,,,,,,2.299999952,1.200000048,,,,,,,,,0.335999995,,
6,,201,18/05/1993,60,90,,1.399999976,,,,,,,,,,2.099999905,2,,,,,,,,,0.352800012,,
6,,201,18/05/1993,90,120,,1.299999952,,,,,,,,,,2.299999952,2,,,,,,,,,0.312000006,,
6,,201,18/05/1993,120,150,,1.299999952,,,,,,,,,,2,1.5,,,,,,,,,0.328900009,,
6,,201,8/9/1993,0,20,,1.019999981,,,,,,,,,,0.629999995,1.549999952,,,,,,,,,0.200021997,,
6,,201,8/9/1993,20,40,,1.5,,,,,,,,,,0.769999981,2.119999886,,,,,,,,,0.313499987,,
6,,201,8/9/1993,40,60,,1.450000048,,,,,,,,,,0.899999976,1.720000029,,,,,,,,,0.315084994,,
6,,201,8/9/1993,60,90,,1.769999981,,,,,,,,,,1.320000052,1.539999962,,,,,,,,,0.411525011,,
6,,201,8/9/1993,90,120,,1.570000052,,,,,,,,,,2.480000019,1.029999971,,,,,,,,,0.348226011,,
6,,201,8/9/1993,120,150,,1.50999999,,,,,,,,,,1.519999981,0.899999976,,,,,,,,,0.296261996,,
6,,201,8/9/1993,150,180,,1.50999999,,,,,,,,,,1.159999967,1.080000043,,,,,,,,,0.282521009,,
6,,201,8/9/1993,180,210,,1.50999999,,,,,,,,,,0.100000001,1.24000001,,,,,,,,,0.218195006,,
6,,201,8/9/1993,210,240,,1.50999999,,,,,,,,,,0.5,0.5,,,,,,,,,0.093620002,,
6,,201,8/9/1993,240,270,,1.50999999,,,,,,,,,,0.079999998,0.870000005,,,,,,,,,0.207172006,,
6,,201,8/9/1993,270,300,,1.50999999,,,,,,,,,,0,1.019999981,,,,,,,,,0.320421994,,
6,,208,20/07/1992,0,0,,,,,,,,,,,,1.5,89.90000153,,,,,,,,,,,
6,,208,20/07/1992,0,20,,1.333330035,,,,,,,,,,2.066669941,16.16666794,,,,,,,,,0.213799998,,
6,,208,20/07/1992,20,40,,1.399999976,,,,,,,,,,2.266669989,4.866666794,,,,,,,,,0.274500012,,
6,,208,20/07/1992,40,60,,1.433330059,,,,,,,,,,2.233330011,2.733333111,,,,,,,,,0.305366993,,
6,,208,20/07/1992,60,90,,1.5,,,,,,,,,,2.333329916,2.533333063,,,,,,,,,0.339899987,,
6,,208,20/07/1992,90,120,,1.566669941,,,,,,,,,,2.566669941,2.400000095,,,,,,,,,0.356099993,,
6,,208,20/07/1992,120,150,,1.799999952,,,,,,,,,,2.633330107,0.966666996,,,,,,,,,0.331133008,,
6,,208,2/11/1992,0,0,,,,,,,,,,,,2.099999905,57.59999847,,,,,,,,,,,
6,,208,2/11/1992,0,20,,1.200000048,,,,,,,,,,2.099999905,1.700000048,,,,,,,,,0.286799997,,
6,,208,2/11/1992,20,40,,1.399999976,,,,,,,,,,2,1.100000024,,,,,,,,,0.323399991,,
6,,208,2/11/1992,40,60,,1.299999952,,,,,,,,,,1.700000048,2.5,,,,,,,,,0.273000002,,
6,,208,2/11/1992,60,90,,1.399999976,,,,,,,,,,1.700000048,5.699999809,,,,,,,,,0.321999997,,
6,,208,2/11/1992,90,120,,1.5,,,,,,,,,,1.5,1.100000024,,,,,,,,,0.307500005,,
6,,208,2/11/1992,120,150,,1.600000024,,,,,,,,,,1.799999952,1.200000048,,,,,,,,,0.283199996,,
6,,208,22/02/1993,0,0,,,,,,,,,,,,1.200000048,6.800000191,,,,,,,,,,,
6,,208,22/02/1993,0,20,,1.200000048,,,,,,,,,,1.100000024,2.299999952,,,,,,,,,0.286799997,,
6,,208,22/02/1993,20,40,,1.299999952,,,,,,,,,,1.200000048,1.399999976,,,,,,,,,0.313300014,,
6,,208,22/02/1993,40,60,,1.299999952,,,,,,,,,,1.100000024,1,,,,,,,,,0.315899998,,
6,,208,22/02/1993,60,90,,1.299999952,,,,,,,,,,1.200000048,1.399999976,,,,,,,,,0.330199987,,
6,,208,22/02/1993,90,120,,1.600000024,,,,,,,,,,1.200000048,0.800000012,,,,,,,,,0.398400009,,
6,,208,22/02/1993,120,150,,1.600000024,,,,,,,,,,1.200000048,0.600000024,,,,,,,,,0.353599995,,
6,,208,18/05/1993,0,0,,,,,,,,,,,,2,1.899999976,,,,,,,,,,,
6,,208,18/05/1993,0,20,,1.299999952,,,,,,,,,,2.400000095,0.800000012,,,,,,,,,0.270399988,,
6,,208,18/05/1993,20,40,,1.5,,,,,,,,,,2.099999905,0.800000012,,,,,,,,,0.335999995,,
6,,208,18/05/1993,40,60,,1.399999976,,,,,,,,,,0.699999988,0.899999976,,,,,,,,,0.328999996,,
6,,208,18/05/1993,60,90,,1.5,,,,,,,,,,1.399999976,0.899999976,,,,,,,,,0.360000014,,
6,,208,18/05/1993,90,120,,1.600000024,,,,,,,,,,1.899999976,0.800000012,,,,,,,,,0.371199995,,
6,,208,18/05/1993,120,150,,1.700000048,,,,,,,,,,2,0.800000012,,,,,,,,,0.345099986,,
6,,208,8/9/1993,0,20,,0.949999988,,,,,,,,,,1.679999948,1.149999976,,,,,,,,,0.200259998,,
6,,208,8/9/1993,20,40,,1.179999948,,,,,,,,,,0,1.370000005,,,,,,,,,0.266443998,,
6,,208,8/9/1993,40,60,,1.210000038,,,,,,,,,,1.129999995,1.49000001,,,,,,,,,0.264506012,,
6,,208,8/9/1993,60,90,,1.50999999,,,,,,,,,,0,1.340000033,,,,,,,,,0.357719004,,
6,,208,8/9/1993,90,120,,1.100000024,,,,,,,,,,0,1.460000038,,,,,,,,,0.288859993,,
6,,208,8/9/1993,120,150,,1.080000043,,,,,,,,,,0.409999996,0.949999988,,,,,,,,,0.254016012,,
6,,208,8/9/1993,150,180,,1.080000043,,,,,,,,,,0.550000012,0.930000007,,,,,,,,,0.271295995,,
6,,208,8/9/1993,180,210,,1.080000043,,,,,,,,,,0.059999999,0.699999988,,,,,,,,,0.286632001,,
6,,208,8/9/1993,210,240,,1.080000043,,,,,,,,,,0.289999992,0.75999999,,,,,,,,,0.253259987,,
6,,208,8/9/1993,240,270,,1.080000043,,,,,,,,,,0.039999999,0.910000026,,,,,,,,,0.236087993,,
6,,208,8/9/1993,270,300,,1.080000043,,,,,,,,,,0.610000014,0.930000007,,,,,,,,,0.189107999,,
6,,209,1/9/1992,0,20,18.17000008,,0.050000001,5.289999962,1,130,0.5,0.219999999,6,0.579999983,1.100000024,,33,38.40000153,6.699999809,12.06999969,0.01,,,0.219999999,140,,,40
6,,209,2/11/1992,0,0,,,,,,,,,,,,9.300000191,70.09999847,,,,,,,,,,,
6,,209,2/11/1992,0,20,,1.299999952,,,,,,,,,,7.699999809,26.70000076,,,,,,,,,0.1963,,
6,,209,2/11/1992,20,40,,1.399999976,,,,,,,,,,2.5,6.099999905,,,,,,,,,0.246399999,,
6,,209,2/11/1992,40,60,,1.399999976,,,,,,,,,,2.5,5.300000191,,,,,,,,,0.305200011,,
6,,209,2/11/1992,60,90,,1.5,,,,,,,,,,2.5,2.900000095,,,,,,,,,0.32100001,,
6,,209,2/11/1992,90,120,,1.5,,,,,,,,,,2.299999952,2.200000048,,,,,,,,,0.319499999,,
6,,209,2/11/1992,120,150,,1.600000024,,,,,,,,,,2.200000048,1.899999976,,,,,,,,,0.305599988,,
6,,209,22/02/1993,0,0,,,,,,,,,,,,1.5,72.80000305,,,,,,,,,,,
6,,209,22/02/1993,0,20,,1.399999976,,,,,,,,,,1.299999952,1.600000024,,,,,,,,,0.292600006,,
6,,209,22/02/1993,20,40,,1.5,,,,,,,,,,1.299999952,2.900000095,,,,,,,,,0.314999998,,
6,,209,22/02/1993,40,60,,1.5,,,,,,,,,,1.200000048,8.100000381,,,,,,,,,0.343499988,,
6,,209,22/02/1993,60,90,,1.5,,,,,,,,,,3.299999952,9.699999809,,,,,,,,,0.346500009,,
6,,209,22/02/1993,90,120,,1.399999976,,,,,,,,,,2.200000048,6.699999809,,,,,,,,,0.291200012,,
6,,209,22/02/1993,120,150,,1.299999952,,,,,,,,,,2.400000095,6.800000191,,,,,,,,,0.273000002,,
6,,209,18/05/1993,0,0,,,,,,,,,,,,2.900000095,22.79999924,,,,,,,,,,,
6,,209,18/05/1993,0,20,,1.299999952,,,,,,,,,,2.5,2.299999952,,,,,,,,,0.236599997,,
6,,209,18/05/1993,20,40,,1.600000024,,,,,,,,,,6.099999905,1.399999976,,,,,,,,,0.291200012,,
6,,209,18/05/1993,40,60,,1.5,,,,,,,,,,5,2.200000048,,,,,,,,,0.312000006,,
6,,209,18/05/1993,60,90,,1.5,,,,,,,,,,4.099999905,2.299999952,,,,,,,,,0.317999989,,
6,,209,18/05/1993,90,120,,1.600000024,,,,,,,,,,4.900000095,2.900000095,,,,,,,,,0.292800009,,
6,,209,18/05/1993,120,150,,1.399999976,,,,,,,,,,3.700000048,1.799999952,,,,,,,,,0.214200005,,
6,,209,11/8/1993,0,20,,1.085000038,,,,,,,,,,0.540000021,3.670000076,,,,,,,,,0.194995999,,
6,,209,11/8/1993,20,40,,1.394999981,,,,,,,,,,0.294999987,2.335000038,,,,,,,,,0.338366985,,
6,,209,11/8/1993,40,60,,1.544999957,,,,,,,,,,0.310000002,1.735000014,,,,,,,,,0.338173985,,
6,,209,11/8/1993,60,90,,1.440000057,,,,,,,,,,0.660000026,1.470000029,,,,,,,,,0.322750002,,
6,,209,11/8/1993,90,120,,1.595000029,,,,,,,,,,0.904999971,0.920000017,,,,,,,,,0.353776008,,
6,,209,11/8/1993,120,150,,1.61500001,,,,,,,,,,0.119999997,0.529999971,,,,,,,,,0.340135992,,
6,,209,11/8/1993,150,180,,1.61500001,,,,,,,,,,0.555000007,1.460000038,,,,,,,,,0.261290014,,
6,,209,11/8/1993,180,210,,1.61500001,,,,,,,,,,0.294999987,0.764999986,,,,,,,,,0.217843994,,
6,,209,11/8/1993,210,240,,1.61500001,,,,,,,,,,0.574999988,0.689999998,,,,,,,,,0.223107994,,
6,,209,11/8/1993,240,270,,1.61500001,,,,,,,,,,0.915000021,0.769999981,,,,,,,,,0.249916002,,
6,,209,11/8/1993,270,300,,1.61500001,,,,,,,,,,0,0.535000026,,,,,,,,,0.173065007,,
6,,210,1/9/1992,0,20,18.17000008,,0.050000001,5.289999962,1,130,0.5,0.219999999,6,0.579999983,1.100000024,,33,38.40000153,6.699999809,12.06999969,0.01,,,0.219999999,140,,,40
6,,210,2/11/1992,0,0,,,,,,,,,,,,4.900000095,70.80000305,,,,,,,,,,,
6,,210,2/11/1992,0,20,,1.299999952,,,,,,,,,,58.70000076,100.1999969,,,,,,,,,0.181999996,,
6,,210,2/11/1992,20,40,,1.399999976,,,,,,,,,,2.200000048,10.39999962,,,,,,,,,0.215599999,,
6,,210,2/11/1992,40,60,,1.399999976,,,,,,,,,,2.200000048,7.199999809,,,,,,,,,0.280000001,,
6,,210,2/11/1992,60,90,,1.5,,,,,,,,,,1.799999952,4.300000191,,,,,,,,,0.32100001,,
6,,210,2/11/1992,90,120,,1.600000024,,,,,,,,,,1.899999976,3.900000095,,,,,,,,,0.32159999,,
6,,210,2/11/1992,120,150,,1.5,,,,,,,,,,2.700000048,3.900000095,,,,,,,,,0.287999988,,
6,,210,22/02/1993,0,0,,,,,,,,,,,,2.900000095,27.39999962,,,,,,,,,,,
6,,210,22/02/1993,0,20,,1.299999952,,,,,,,,,,3.099999905,2.599999905,,,,,,,,,0.284700006,,
6,,210,22/02/1993,20,40,,1.5,,,,,,,,,,3,1.600000024,,,,,,,,,0.3495,,
6,,210,22/02/1993,40,60,,1.399999976,,,,,,,,,,2.799999952,2.299999952,,,,,,,,,0.355599999,,
6,,210,22/02/1993,60,90,,1.5,,,,,,,,,,2.599999905,9.399999619,,,,,,,,,0.365999997,,
6,,210,22/02/1993,90,120,,1.600000024,,,,,,,,,,2,9.699999809,,,,,,,,,0.345600009,,
6,,210,22/02/1993,120,150,,1.600000024,,,,,,,,,,2,7.599999905,,,,,,,,,0.329600006,,
6,,210,18/05/1993,0,0,,,,,,,,,,,,1.100000024,2.599999905,,,,,,,,,,,
6,,210,18/05/1993,0,20,,1.299999952,,,,,,,,,,1.299999952,1.5,,,,,,,,,0.279500008,,
6,,210,18/05/1993,20,40,,1.600000024,,,,,,,,,,1.200000048,1,,,,,,,,,0.32159999,,
6,,210,18/05/1993,40,60,,1.5,,,,,,,,,,1,0.600000024,,,,,,,,,0.319499999,,
6,,210,18/05/1993,60,90,,1.5,,,,,,,,,,1.100000024,1.799999952,,,,,,,,,0.298500001,,
6,,210,18/05/1993,90,120,,1.600000024,,,,,,,,,,0.899999976,3.900000095,,,,,,,,,0.297600001,,
6,,210,18/05/1993,120,150,,1.5,,,,,,,,,,1.299999952,3.299999952,,,,,,,,,0.275999993,,
6,,210,11/8/1993,0,20,,1.154999971,,,,,,,,,,0,5.130000114,,,,,,,,,0.181250006,,
6,,210,11/8/1993,20,40,,1.450000048,,,,,,,,,,0,7.84499979,,,,,,,,,0.285299003,,
6,,210,11/8/1993,40,60,,1.585000038,,,,,,,,,,0.670000017,3.24000001,,,,,,,,,0.317671001,,
6,,210,11/8/1993,60,90,,1.544999957,,,,,,,,,,0.474999994,10.00500011,,,,,,,,,0.301458001,,
6,,210,11/8/1993,90,120,,1.659999967,,,,,,,,,,0.469999999,8.600000381,,,,,,,,,0.219659999,,
6,,210,11/8/1993,120,150,,1.639999986,,,,,,,,,,0.629999995,5.570000172,,,,,,,,,0.154932007,,
6,,210,11/8/1993,150,180,,1.639999986,,,,,,,,,,0.834999979,4.15500021,,,,,,,,,0.109191999,,
6,,210,11/8/1993,180,210,,1.639999986,,,,,,,,,,0.479999989,2.775000095,,,,,,,,,0.108708002,,
6,,210,11/8/1993,210,240,,1.639999986,,,,,,,,,,0.310000002,2.059999943,,,,,,,,,0.163084,,
6,,210,11/8/1993,240,270,,1.639999986,,,,,,,,,,0.01,1.835000038,,,,,,,,,0.196960002,,
6,,210,11/8/1993,270,300,,1.639999986,,,,,,,,,,0.349999994,1.429999948,,,,,,,,,0.139936,,
6,,211,2/11/1992,0,0,,,,,,,,,,,,2.400000095,1.100000024,,,,,,,,,,,
6,,211,2/11/1992,0,20,27.45000076,1.200000048,0.129999995,6,1.100000024,70,1,0.119999997,5,0.340000004,1.200000048,2.599999905,1.399999976,1.200000048,8.399999619,20.79999924,0.01,,,0.300000012,140,0.242400005,,23
6,,211,2/11/1992,20,40,,1.600000024,,,,,,,,,,2.5,1.299999952,,,,,,,,,0.35679999,,
6,,211,2/11/1992,40,60,,1.5,,,,,,,,,,2.700000048,0.899999976,,,,,,,,,0.372000009,,
6,,211,2/11/1992,60,90,,1.5,,,,,,,,,,2.299999952,0.5,,,,,,,,,0.317999989,,
