ExpID,Treatment,Date,Fertilizer,Amount,Units,Depth,Method,Notes
905,3,3/3/1997,Ammonium sulphate,33,kg/ha,30,band - interrow,Last application
905,4,11/29/1996,Ammonium sulphate,49,kg/ha,30,band - interrow,
905,4,1/2/1997,Ammonium sulphate,49,kg/ha,30,band - interrow,Second application of four
905,4,2/5/1997,Ammonium sulphate,49,kg/ha,30,band - interrow,Third application of four
905,4,3/3/1997,Ammonium sulphate,49,kg/ha,30,band - interrow,Last application
905,5,11/29/1996,Ammonium sulphate,65,kg/ha,30,band - interrow,
905,5,1/2/1997,Ammonium sulphate,65,kg/ha,30,band - interrow,Second application of four
905,5,2/5/1997,Ammonium sulphate,65,kg/ha,30,band - interrow,Third application of four
905,5,3/3/1997,Ammonium sulphate,65,kg/ha,30,band - interrow,Last applicaction
905,6,11/29/1996,Ammonium sulphate,98,kg/ha,30,band - interrow,
905,6,1/2/1997,Ammonium sulphate,98,kg/ha,30,band - interrow,Second application of four
905,6,2/5/1997,Ammonium sulphate,98,kg/ha,30,band - interrow,Third application of four
905,6,3/3/1997,Ammonium sulphate,98,kg/ha,30,band - interrow,Last application
905,ALL,3/20/1996,Ammonium nitrate - sulphate,10000,kg/ha,0,band - below row,
906,1,12/3/1997,Ammonium nitrate,348,kg/ha,15,band - beside row,
906,3,12/1/1997,Ammonium sulphate,44,kg/ha,30,band - interrow,1st of 4 applications
906,3,1/15/1998,Ammonium sulphate,44,kg/ha,30,band - interrow,2nd of 4 applications
906,3,2/6/1998,Ammonium sulphate,44,kg/ha,30,band - interrow,3rd of 4 applications
906,3,3/5/1998,Ammonium sulphate,44,kg/ha,30,band - interrow,4th of 4 applications
906,4,12/1/1997,Ammonium sulphate,65,kg/ha,30,band - interrow,1st of 4 applications
906,4,1/15/1998,Ammonium sulphate,65,kg/ha,30,band - interrow,2nd of 4 applications
906,4,2/6/1998,Ammonium sulphate,65,kg/ha,30,band - interrow,3rd of 4 applications
906,4,3/5/1998,Ammonium sulphate,65,kg/ha,30,band - interrow,4th of 4 applications
906,5,12/1/1997,Ammonium sulphate,87,kg/ha,30,band - interrow,1st of 4 applications
906,5,1/15/1998,Ammonium sulphate,87,kg/ha,30,band - interrow,2nd of 4 applications
906,5,2/6/1998,Ammonium sulphate,87,kg/ha,30,band - interrow,3rd of 4 applications
906,5,3/5/1998,Ammonium sulphate,87,kg/ha,30,band - interrow,4th of 4 applications
906,6,12/1/1997,Ammonium sulphate,130,kg/ha,30,band - interrow,1st of 4 applications
906,6,1/15/1998,Ammonium sulphate,130,kg/ha,30,band - interrow,2nd of 4 applications
906,6,2/6/1998,Ammonium sulphate,130,kg/ha,30,band - interrow,3rd of 4 applications
906,6,3/5/1998,Ammonium sulphate,130,kg/ha,30,band - interrow,4th of 4 applications
907,1,12/10/1998,Ammonium nitrate,348,kg/ha,10,band - beside row,Sidedressing treatment.
907,3,12/15/1998,Ammonium sulphate,44,kg/ha,30,band - interrow,1st of 4 applic.
907,3,12/31/1998,Ammonium sulphate,44,kg/ha,30,band - interrow,2nd of 4 applic.
907,3,2/17/1999,Ammonium sulphate,44,kg/ha,30,band - interrow,3rd of 4 applic.
907,3,3/11/1999,Ammonium sulphate,44,kg/ha,30,band - interrow,4th of 4 applic
907,4,12/15/1998,Ammonium sulphate,65,kg/ha,30,band - interrow,1st of 4 applic.
907,4,12/31/1998,Ammonium sulphate,65,kg/ha,30,band - interrow,2nd of 4 applic.
907,4,2/17/1999,Ammonium sulphate,65,kg/ha,30,band - interrow,3rd of 4 applic.
907,4,3/11/1999,Ammonium sulphate,65,kg/ha,30,band - interrow,4th of 4 applic
907,5,12/15/1998,Ammonium sulphate,87,kg/ha,30,band - interrow,1st of 4 applic.
907,5,12/31/1998,Ammonium sulphate,87,kg/ha,30,band - interrow,2nd of 4 applic.
907,5,2/17/1999,Ammonium sulphate,87,kg/ha,30,band - interrow,3rd of 4 applic.
907,5,3/11/1999,Ammonium sulphate,87,kg/ha,30,band - interrow,4th of 4 applic
907,6,12/15/1998,Ammonium sulphate,130,kg/ha,30,band - interrow,1st of 4 applic.
907,6,12/31/1998,Ammonium sulphate,130,kg/ha,30,band - interrow,2nd of 4 applic.
907,6,2/17/1999,Ammonium sulphate,130,kg/ha,30,band - interrow,3rd of 4 applic.
907,6,3/11/1999,Ammonium sulphate,130,kg/ha,30,band - interrow,4th of 4 applic
908,,2/22/2000,Ammonium sulphate,65,kg/ha,0,band - interrow,Final N application
908,1,11/29/1999,Ammonium nitrate,348,kg/ha,0,band - beside row,
908,3,11/17/1999,Ammonium sulphate,44,kg/ha,0,band - interrow,1st N application
908,3,12/14/1999,Ammonium sulphate,44,kg/ha,0,band - interrow,2nd N application
908,3,2/22/2000,Ammonium sulphate,44,kg/ha,0,band - interrow,Final N application
908,3,11/17/2000,Ammonium sulphate,44,kg/ha,0,band - interrow,3rd N application
908,4,11/17/1999,Ammonium sulphate,65,kg/ha,0,band - interrow,1st N application
908,4,12/14/1999,Ammonium sulphate,65,kg/ha,0,band - interrow,2nd N application
908,4,2/22/2000,Ammonium sulphate,65,kg/ha,0,band - interrow,Final N application
908,4,11/17/2000,Ammonium sulphate,65,kg/ha,0,band - interrow,3rd N application
908,5,11/17/1999,Ammonium sulphate,87,kg/ha,0,band - interrow,1st N application
908,5,12/14/1999,Ammonium sulphate,87,kg/ha,0,band - interrow,2nd N application
908,5,2/22/2000,Ammonium sulphate,87,kg/ha,0,band - interrow,Final N application
908,5,11/17/2000,Ammonium sulphate,87,kg/ha,0,band - interrow,3rd N application
908,6,11/17/1999,Ammonium sulphate,130,kg/ha,0,band - interrow,1st N application
908,6,12/14/1999,Ammonium sulphate,130,kg/ha,0,band - interrow,2nd N application
908,6,2/22/2000,Ammonium sulphate,130,kg/ha,0,band - interrow,Final N application
908,6,11/17/2000,Ammonium sulphate,130,kg/ha,0,band - interrow,3rd N application
908,ALL,9/15/1999,Ammonium nitrate,2000,kg/ha,0,band - beside row,
