ExpID,Treatment,Date,Amount,Method,Notes
835,ALL,3/10/1997,60,Overhead - high pressure gun,
835,ALL,28/11/1997,60,Overhead - high pressure gun,
901,1,21/08/1997,2,Drip or trickle,
901,1,22/08/1997,2,Drip or trickle,
901,1,23/08/1997,2,Drip or trickle,
901,1,24/08/1997,2,Drip or trickle,
901,1,25/08/1997,2,Drip or trickle,
901,1,26/08/1997,2,Drip or trickle,
901,1,28/08/1997,2,Drip or trickle,
901,1,29/08/1997,2,Drip or trickle,
901,1,30/08/1997,2,Drip or trickle,
901,1,31/08/1997,2,Drip or trickle,
901,1,1/9/1997,2,Drip or trickle,
901,1,2/9/1997,2,Drip or trickle,
901,1,3/9/1997,2,Drip or trickle,
901,1,4/9/1997,2,Drip or trickle,
901,1,5/9/1997,2,Drip or trickle,
901,1,6/9/1997,2,Drip or trickle,
901,1,7/9/1997,2,Drip or trickle,
901,1,8/9/1997,4,Drip or trickle,
901,1,9/9/1997,3,Drip or trickle,
901,1,10/9/1997,3,Drip or trickle,
901,1,11/9/1997,2,Drip or trickle,
901,1,12/9/1997,2,Drip or trickle,
901,1,13/09/1997,2,Drip or trickle,
901,1,14/09/1997,2,Drip or trickle,
901,1,15/09/1997,4,Drip or trickle,
901,1,16/09/1997,2,Drip or trickle,
901,1,17/09/1997,2,Drip or trickle,
901,1,18/09/1997,2,Drip or trickle,
901,1,19/09/1997,2,Drip or trickle,
901,1,20/09/1997,2,Drip or trickle,
901,1,21/09/1997,2,Drip or trickle,
901,1,29/09/1997,1,Drip or trickle,
901,1,3/10/1997,3,Drip or trickle,
901,1,4/10/1997,3,Drip or trickle,
901,1,5/10/1997,3,Drip or trickle,
901,1,6/10/1997,4,Drip or trickle,
901,1,7/10/1997,2,Drip or trickle,
901,1,13/10/1997,3,Drip or trickle,
901,1,14/10/1997,8,Drip or trickle,
901,1,15/10/1997,4,Drip or trickle,
901,1,16/10/1997,3,Drip or trickle,
901,1,17/10/1997,5,Drip or trickle,
901,1,18/10/1997,5,Drip or trickle,
901,1,19/10/1997,5,Drip or trickle,
901,1,20/10/1997,4,Drip or trickle,
901,1,24/10/1997,4,Drip or trickle,
901,1,25/10/1997,4,Drip or trickle,
901,1,26/10/1997,4,Drip or trickle,
901,1,27/10/1997,3,Drip or trickle,
901,1,28/10/1997,4,Drip or trickle,
901,1,29/10/1997,3,Drip or trickle,
901,1,31/10/1997,10,Drip or trickle,
901,1,1/11/1997,4,Drip or trickle,
901,1,2/11/1997,4,Drip or trickle,
901,1,3/11/1997,3,Drip or trickle,
901,1,4/11/1997,5,Drip or trickle,
901,1,5/11/1997,3,Drip or trickle,
901,1,13/11/1997,5,Drip or trickle,
901,1,14/11/1997,5,Drip or trickle,
901,1,15/11/1997,5,Drip or trickle,
901,1,16/11/1997,5,Drip or trickle,
901,1,17/11/1997,8,Drip or trickle,
901,1,18/11/1997,6,Drip or trickle,
901,1,24/11/1997,8,Drip or trickle,
901,1,25/11/1997,6,Drip or trickle,
901,1,26/11/1997,6,Drip or trickle,
901,1,27/11/1997,6,Drip or trickle,
901,1,30/11/1997,24,Drip or trickle,
901,1,1/12/1997,4,Drip or trickle,
901,1,2/12/1997,7,Drip or trickle,
901,1,4/12/1997,13,Drip or trickle,
901,1,5/12/1997,7,Drip or trickle,
901,1,6/12/1997,7,Drip or trickle,
901,1,7/12/1997,7,Drip or trickle,
901,1,8/12/1997,7,Drip or trickle,
901,1,9/12/1997,7,Drip or trickle,
901,1,10/12/1997,7,Drip or trickle,
901,1,14/12/1997,7,Drip or trickle,
901,1,19/12/1997,5,Drip or trickle,
901,1,20/12/1997,5,Drip or trickle,
901,1,21/12/1997,5,Drip or trickle,
901,1,22/12/1997,5,Drip or trickle,
901,1,23/12/1997,7,Drip or trickle,
901,1,24/12/1997,7,Drip or trickle,
901,1,25/12/1997,7,Drip or trickle,
901,1,26/12/1997,7,Drip or trickle,
901,1,27/12/1997,7,Drip or trickle,
901,1,28/12/1997,7,Drip or trickle,
901,1,1/1/1998,7,Drip or trickle,
901,1,2/1/1998,7,Drip or trickle,
901,1,3/1/1998,7,Drip or trickle,
901,1,4/1/1998,7,Drip or trickle,
901,1,5/1/1998,7,Drip or trickle,
901,1,6/1/1998,7,Drip or trickle,
901,1,8/1/1998,7,Drip or trickle,
901,1,9/1/1998,8,Drip or trickle,
901,1,10/1/1998,7,Drip or trickle,
901,1,14/01/1998,7,Drip or trickle,
901,1,15/01/1998,7,Drip or trickle,
901,1,16/01/1998,7,Drip or trickle,
901,1,17/01/1998,7,Drip or trickle,
901,1,18/01/1998,7,Drip or trickle,
901,1,19/01/1998,7,Drip or trickle,
901,1,20/01/1998,7,Drip or trickle,
901,1,21/01/1998,7,Drip or trickle,
901,1,22/01/1998,7,Drip or trickle,
901,1,23/01/1998,7,Drip or trickle,
901,1,24/01/1998,7,Drip or trickle,
901,1,25/01/1998,7,Drip or trickle,
901,1,26/01/1998,7,Drip or trickle,
901,1,27/01/1998,7,Drip or trickle,
901,1,28/01/1998,7,Drip or trickle,
901,1,30/01/1998,1,Drip or trickle,
901,1,31/01/1998,1,Drip or trickle,
901,1,1/2/1998,1,Drip or trickle,
901,1,2/2/1998,1,Drip or trickle,
901,1,3/2/1998,1,Drip or trickle,
901,1,4/2/1998,7,Drip or trickle,
901,1,5/2/1998,7,Drip or trickle,
901,1,6/2/1998,7,Drip or trickle,
901,1,7/2/1998,7,Drip or trickle,
901,1,8/2/1998,1,Drip or trickle,
901,1,9/2/1998,8,Drip or trickle,
901,1,10/2/1998,6,Drip or trickle,
901,1,12/2/1998,1,Drip or trickle,
901,1,13/02/1998,1,Drip or trickle,
901,1,16/02/1998,6,Drip or trickle,
901,1,19/02/1998,1,Drip or trickle,
901,1,20/02/1998,8,Drip or trickle,
901,1,21/02/1998,8,Drip or trickle,
901,1,22/02/1998,8,Drip or trickle,
901,1,23/02/1998,8,Drip or trickle,
901,1,28/02/1998,10,Drip or trickle,
901,1,2/3/1998,8,Drip or trickle,
901,1,3/3/1998,4,Drip or trickle,
901,1,4/3/1998,7,Drip or trickle,
901,1,5/3/1998,6,Drip or trickle,
901,1,6/3/1998,7,Drip or trickle,
901,1,7/3/1998,7,Drip or trickle,
901,1,8/3/1998,7,Drip or trickle,
901,1,9/3/1998,10,Drip or trickle,
901,1,10/3/1998,5,Drip or trickle,
901,1,11/3/1998,5,Drip or trickle,
901,1,12/3/1998,7,Drip or trickle,
901,1,13/03/1998,8,Drip or trickle,
901,1,14/03/1998,8,Drip or trickle,
901,1,15/03/1998,4,Drip or trickle,
901,1,16/03/1998,9,Drip or trickle,
901,1,17/03/1998,6,Drip or trickle,
901,1,18/03/1998,7,Drip or trickle,
901,1,19/03/1998,7,Drip or trickle,
901,1,21/03/1998,7,Drip or trickle,
901,1,22/03/1998,5,Drip or trickle,
901,1,23/03/1998,6,Drip or trickle,
901,1,24/03/1998,6,Drip or trickle,
901,1,25/03/1998,7,Drip or trickle,
901,1,26/03/1998,11,Drip or trickle,
901,1,27/03/1998,7,Drip or trickle,
901,1,28/03/1998,7,Drip or trickle,
901,1,29/03/1998,7,Drip or trickle,
901,1,30/03/1998,6,Drip or trickle,
901,1,31/03/1998,6,Drip or trickle,
901,1,1/4/1998,5,Drip or trickle,
901,1,2/4/1998,7,Drip or trickle,
901,1,4/4/1998,1,Drip or trickle,
901,1,5/4/1998,5,Drip or trickle,
901,1,6/4/1998,10,Drip or trickle,
901,1,7/4/1998,10,Drip or trickle,
901,1,8/4/1998,5,Drip or trickle,
901,1,9/4/1998,6,Drip or trickle,
901,1,10/4/1998,6,Drip or trickle,
901,1,11/4/1998,9,Drip or trickle,
901,1,20/04/1998,9,Drip or trickle,
901,1,21/04/1998,5,Drip or trickle,
901,1,22/04/1998,5,Drip or trickle,
901,1,23/04/1998,3,Drip or trickle,
901,1,30/04/1998,3,Drip or trickle,
901,1,20/06/1998,3,Drip or trickle,
901,1,22/06/1998,5,Drip or trickle,
901,1,23/06/1998,4,Drip or trickle,
901,1,24/06/1998,4,Drip or trickle,
901,1,25/06/1998,1,Drip or trickle,
901,1,26/06/1998,7,Drip or trickle,
901,1,27/06/1998,1,Drip or trickle,
901,1,28/06/1998,1,Drip or trickle,
901,1,29/06/1998,6,Drip or trickle,
901,1,2/7/1998,4,Drip or trickle,
901,1,3/7/1998,4,Drip or trickle,
901,1,4/7/1998,4,Drip or trickle,
901,1,7/7/1998,1,Drip or trickle,
901,1,8/7/1998,5,Drip or trickle,
901,10,21/08/1997,4,Drip or trickle,
901,10,24/08/1997,4,Drip or trickle,
901,10,28/08/1997,2,Drip or trickle,
901,10,30/08/1997,4,Drip or trickle,
901,10,2/9/1997,4,Drip or trickle,
901,10,5/9/1997,4,Drip or trickle,
901,10,8/9/1997,8,Drip or trickle,
901,10,11/9/1997,5,Drip or trickle,
901,10,14/09/1997,5,Drip or trickle,
901,10,17/09/1997,5,Drip or trickle,
901,10,20/09/1997,5,Drip or trickle,
901,10,29/09/1997,1,Drip or trickle,
901,10,3/10/1997,3,Drip or trickle,
901,10,6/10/1997,7,Drip or trickle,
901,10,13/10/1997,7,Drip or trickle,
901,10,16/10/1997,10,Drip or trickle,
901,10,19/10/1997,10,Drip or trickle,
901,10,24/10/1997,7,Drip or trickle,
901,10,27/10/1997,9,Drip or trickle,
901,10,31/10/1997,9,Drip or trickle,
901,10,3/11/1997,8,Drip or trickle,
901,10,13/11/1997,8,Drip or trickle,
901,10,16/11/1997,8,Drip or trickle,
901,10,24/11/1997,10,Drip or trickle,
901,10,27/11/1997,10,Drip or trickle,
901,10,30/11/1997,15,Drip or trickle,
901,10,4/12/1997,15,Drip or trickle,
901,10,10/12/1997,9,Drip or trickle,
901,10,14/12/1997,13,Drip or trickle,
901,10,19/12/1997,5,Drip or trickle,
901,10,20/12/1997,5,Drip or trickle,
901,10,21/12/1997,9,Drip or trickle,
901,10,25/12/1997,13,Drip or trickle,
901,10,28/12/1997,13,Drip or trickle,
901,10,3/1/1998,13,Drip or trickle,
901,10,6/1/1998,17,Drip or trickle,
901,10,9/1/1998,18,Drip or trickle,
901,10,16/01/1998,13,Drip or trickle,
901,10,19/01/1998,13,Drip or trickle,
901,10,23/01/1998,13,Drip or trickle,
901,10,26/01/1998,13,Drip or trickle,
901,10,30/01/1998,1,Drip or trickle,
901,10,31/01/1998,1,Drip or trickle,
901,10,1/2/1998,1,Drip or trickle,
901,10,2/2/1998,1,Drip or trickle,
901,10,3/2/1998,1,Drip or trickle,
901,10,4/2/1998,14,Drip or trickle,
901,10,7/2/1998,14,Drip or trickle,
901,10,8/2/1998,1,Drip or trickle,
901,10,12/2/1998,1,Drip or trickle,
901,10,13/02/1998,1,Drip or trickle,
901,10,16/02/1998,11,Drip or trickle,
901,10,19/02/1998,1,Drip or trickle,
901,10,20/02/1998,16,Drip or trickle,
901,10,23/02/1998,16,Drip or trickle,
901,10,28/02/1998,19,Drip or trickle,
901,10,3/3/1998,8,Drip or trickle,
901,10,6/3/1998,14,Drip or trickle,
901,10,9/3/1998,16,Drip or trickle,
901,10,12/3/1998,13,Drip or trickle,
901,10,15/03/1998,13,Drip or trickle,
901,10,18/03/1998,15,Drip or trickle,
901,10,22/03/1998,13,Drip or trickle,
901,10,25/03/1998,13,Drip or trickle,
901,10,28/03/1998,16,Drip or trickle,
901,10,31/03/1998,13,Drip or trickle,
901,10,4/4/1998,1,Drip or trickle,
901,10,5/4/1998,11,Drip or trickle,
901,10,8/4/1998,16,Drip or trickle,
901,10,11/4/1998,14,Drip or trickle,
901,10,20/04/1998,14,Drip or trickle,
901,10,23/04/1998,9,Drip or trickle,
901,10,30/04/1998,9,Drip or trickle,
901,10,20/06/1998,9,Drip or trickle,
901,10,22/06/1998,5,Drip or trickle,
901,10,23/06/1998,7,Drip or trickle,
901,10,25/06/1998,1,Drip or trickle,
901,10,27/06/1998,1,Drip or trickle,
901,10,28/06/1998,1,Drip or trickle,
901,10,29/06/1998,12,Drip or trickle,
901,10,3/7/1998,8,Drip or trickle,
901,10,7/7/1998,1,Drip or trickle,
901,10,8/7/1998,5,Drip or trickle,
901,11,21/08/1997,1,Drip or trickle,
901,11,22/08/1997,1,Drip or trickle,
901,11,23/08/1997,1,Drip or trickle,
901,11,24/08/1997,1,Drip or trickle,
901,11,25/08/1997,1,Drip or trickle,
901,11,26/08/1997,1,Drip or trickle,
901,11,28/08/1997,2,Drip or trickle,
901,11,29/08/1997,1,Drip or trickle,
901,11,30/08/1997,1,Drip or trickle,
901,11,31/08/1997,1,Drip or trickle,
901,11,1/9/1997,1,Drip or trickle,
901,11,2/9/1997,1,Drip or trickle,
901,11,3/9/1997,1,Drip or trickle,
901,11,4/9/1997,1,Drip or trickle,
901,11,5/9/1997,1,Drip or trickle,
901,11,6/9/1997,1,Drip or trickle,
901,11,7/9/1997,1,Drip or trickle,
901,11,8/9/1997,1,Drip or trickle,
901,11,9/9/1997,1,Drip or trickle,
901,11,10/9/1997,1,Drip or trickle,
901,11,11/9/1997,1,Drip or trickle,
901,11,12/9/1997,1,Drip or trickle,
901,11,13/09/1997,1,Drip or trickle,
901,11,14/09/1997,1,Drip or trickle,
901,11,15/09/1997,1,Drip or trickle,
901,11,16/09/1997,1,Drip or trickle,
901,11,17/09/1997,1,Drip or trickle,
901,11,18/09/1997,1,Drip or trickle,
901,11,19/09/1997,1,Drip or trickle,
901,11,20/09/1997,1,Drip or trickle,
901,11,21/09/1997,1,Drip or trickle,
901,11,29/09/1997,1,Drip or trickle,
901,11,3/10/1997,1,Drip or trickle,
901,11,4/10/1997,1,Drip or trickle,
901,11,5/10/1997,1,Drip or trickle,
901,11,6/10/1997,1,Drip or trickle,
901,11,7/10/1997,1,Drip or trickle,
901,11,13/10/1997,1,Drip or trickle,
901,11,14/10/1997,2,Drip or trickle,
901,11,15/10/1997,1,Drip or trickle,
901,11,16/10/1997,1,Drip or trickle,
901,11,17/10/1997,1,Drip or trickle,
901,11,18/10/1997,1,Drip or trickle,
901,11,19/10/1997,1,Drip or trickle,
901,11,20/10/1997,1,Drip or trickle,
901,11,24/10/1997,1,Drip or trickle,
901,11,25/10/1997,1,Drip or trickle,
901,11,26/10/1997,1,Drip or trickle,
901,11,27/10/1997,3,Drip or trickle,
901,11,28/10/1997,2,Drip or trickle,
901,11,29/10/1997,1,Drip or trickle,
901,11,31/10/1997,3,Drip or trickle,
901,11,1/11/1997,1,Drip or trickle,
901,11,2/11/1997,1,Drip or trickle,
901,11,3/11/1997,1,Drip or trickle,
901,11,4/11/1997,1,Drip or trickle,
901,11,5/11/1997,1,Drip or trickle,
901,11,13/11/1997,2,Drip or trickle,
901,11,14/11/1997,1,Drip or trickle,
901,11,15/11/1997,1,Drip or trickle,
901,11,16/11/1997,1,Drip or trickle,
901,11,17/11/1997,2,Drip or trickle,
901,11,18/11/1997,2,Drip or trickle,
901,11,24/11/1997,2,Drip or trickle,
901,11,25/11/1997,2,Drip or trickle,
901,11,26/11/1997,2,Drip or trickle,
901,11,27/11/1997,2,Drip or trickle,
901,11,30/11/1997,7,Drip or trickle,
901,11,1/12/1997,1,Drip or trickle,
901,11,2/12/1997,2,Drip or trickle,
901,11,4/12/1997,4,Drip or trickle,
901,11,5/12/1997,2,Drip or trickle,
901,11,6/12/1997,2,Drip or trickle,
901,11,7/12/1997,2,Drip or trickle,
901,11,8/12/1997,2,Drip or trickle,
901,11,9/12/1997,2,Drip or trickle,
901,11,10/12/1997,2,Drip or trickle,
901,11,14/12/1997,2,Drip or trickle,
901,11,19/12/1997,5,Drip or trickle,
901,11,20/12/1997,5,Drip or trickle,
901,11,21/12/1997,1,Drip or trickle,
901,11,22/12/1997,1,Drip or trickle,
901,11,23/12/1997,2,Drip or trickle,
901,11,24/12/1997,2,Drip or trickle,
901,11,25/12/1997,2,Drip or trickle,
901,11,26/12/1997,2,Drip or trickle,
901,11,27/12/1997,2,Drip or trickle,
901,11,28/12/1997,2,Drip or trickle,
901,11,1/1/1998,2,Drip or trickle,
901,11,2/1/1998,2,Drip or trickle,
901,11,3/1/1998,2,Drip or trickle,
901,11,4/1/1998,2,Drip or trickle,
901,11,5/1/1998,2,Drip or trickle,
901,11,6/1/1998,2,Drip or trickle,
901,11,8/1/1998,2,Drip or trickle,
901,11,9/1/1998,3,Drip or trickle,
901,11,10/1/1998,2,Drip or trickle,
901,11,14/01/1998,2,Drip or trickle,
901,11,15/01/1998,2,Drip or trickle,
901,11,16/01/1998,2,Drip or trickle,
901,11,17/01/1998,2,Drip or trickle,
901,11,18/01/1998,2,Drip or trickle,
901,11,19/01/1998,2,Drip or trickle,
901,11,20/01/1998,2,Drip or trickle,
901,11,21/01/1998,2,Drip or trickle,
901,11,22/01/1998,2,Drip or trickle,
901,11,23/01/1998,2,Drip or trickle,
901,11,24/01/1998,2,Drip or trickle,
901,11,25/01/1998,2,Drip or trickle,
901,11,26/01/1998,2,Drip or trickle,
901,11,27/01/1998,2,Drip or trickle,
901,11,28/01/1998,2,Drip or trickle,
901,11,30/01/1998,1,Drip or trickle,
901,11,31/01/1998,1,Drip or trickle,
901,11,1/2/1998,1,Drip or trickle,
901,11,2/2/1998,1,Drip or trickle,
901,11,3/2/1998,1,Drip or trickle,
901,11,4/2/1998,2,Drip or trickle,
901,11,5/2/1998,2,Drip or trickle,
901,11,6/2/1998,2,Drip or trickle,
901,11,7/2/1998,2,Drip or trickle,
901,11,8/2/1998,1,Drip or trickle,
901,11,9/2/1998,3,Drip or trickle,
901,11,10/2/1998,2,Drip or trickle,
901,11,12/2/1998,1,Drip or trickle,
901,11,13/02/1998,1,Drip or trickle,
901,11,16/02/1998,2,Drip or trickle,
901,11,19/02/1998,1,Drip or trickle,
901,11,20/02/1998,3,Drip or trickle,
901,11,21/02/1998,3,Drip or trickle,
901,11,22/02/1998,3,Drip or trickle,
901,11,23/02/1998,3,Drip or trickle,
901,11,28/02/1998,3,Drip or trickle,
901,11,2/3/1998,3,Drip or trickle,
901,11,3/3/1998,1,Drip or trickle,
901,11,4/3/1998,2,Drip or trickle,
901,11,5/3/1998,2,Drip or trickle,
901,11,6/3/1998,2,Drip or trickle,
901,11,7/3/1998,2,Drip or trickle,
901,11,8/3/1998,2,Drip or trickle,
901,11,9/3/1998,3,Drip or trickle,
901,11,10/3/1998,2,Drip or trickle,
901,11,11/3/1998,2,Drip or trickle,
901,11,12/3/1998,2,Drip or trickle,
901,11,13/03/1998,3,Drip or trickle,
901,11,14/03/1998,3,Drip or trickle,
901,11,15/03/1998,1,Drip or trickle,
901,11,16/03/1998,3,Drip or trickle,
901,11,17/03/1998,2,Drip or trickle,
901,11,18/03/1998,2,Drip or trickle,
901,11,19/03/1998,2,Drip or trickle,
901,11,21/03/1998,2,Drip or trickle,
901,11,22/03/1998,2,Drip or trickle,
901,11,23/03/1998,2,Drip or trickle,
901,11,24/03/1998,2,Drip or trickle,
901,11,25/03/1998,2,Drip or trickle,
901,11,26/03/1998,4,Drip or trickle,
901,11,27/03/1998,2,Drip or trickle,
901,11,28/03/1998,2,Drip or trickle,
901,11,29/03/1998,2,Drip or trickle,
901,11,30/03/1998,2,Drip or trickle,
901,11,31/03/1998,2,Drip or trickle,
901,11,1/4/1998,2,Drip or trickle,
901,11,2/4/1998,2,Drip or trickle,
901,11,4/4/1998,1,Drip or trickle,
901,11,5/4/1998,2,Drip or trickle,
901,11,6/4/1998,3,Drip or trickle,
901,11,7/4/1998,3,Drip or trickle,
901,11,8/4/1998,2,Drip or trickle,
901,11,9/4/1998,2,Drip or trickle,
901,11,10/4/1998,2,Drip or trickle,
901,11,11/4/1998,3,Drip or trickle,
901,11,20/04/1998,3,Drip or trickle,
901,11,21/04/1998,2,Drip or trickle,
901,11,22/04/1998,2,Drip or trickle,
901,11,23/04/1998,1,Drip or trickle,
901,11,30/04/1998,1,Drip or trickle,
901,11,20/06/1998,1,Drip or trickle,
901,11,22/06/1998,5,Drip or trickle,
901,11,23/06/1998,1,Drip or trickle,
901,11,24/06/1998,1,Drip or trickle,
901,11,25/06/1998,1,Drip or trickle,
901,11,26/06/1998,2,Drip or trickle,
901,11,27/06/1998,1,Drip or trickle,
901,11,28/06/1998,1,Drip or trickle,
901,11,29/06/1998,2,Drip or trickle,
901,11,2/7/1998,1,Drip or trickle,
901,11,3/7/1998,1,Drip or trickle,
901,11,4/7/1998,1,Drip or trickle,
901,11,7/7/1998,1,Drip or trickle,
901,11,8/7/1998,5,Drip or trickle,
901,12,21/08/1997,1,Drip or trickle,
901,12,22/08/1997,1,Drip or trickle,
901,12,23/08/1997,1,Drip or trickle,
901,12,24/08/1997,1,Drip or trickle,
901,12,25/08/1997,1,Drip or trickle,
901,12,26/08/1997,1,Drip or trickle,
901,12,28/08/1997,2,Drip or trickle,
901,12,29/08/1997,1,Drip or trickle,
901,12,30/08/1997,1,Drip or trickle,
901,12,31/08/1997,1,Drip or trickle,
901,12,1/9/1997,1,Drip or trickle,
901,12,2/9/1997,1,Drip or trickle,
901,12,3/9/1997,1,Drip or trickle,
901,12,4/9/1997,1,Drip or trickle,
901,12,5/9/1997,1,Drip or trickle,
901,12,6/9/1997,1,Drip or trickle,
901,12,7/9/1997,1,Drip or trickle,
901,12,8/9/1997,1,Drip or trickle,
901,12,9/9/1997,1,Drip or trickle,
901,12,10/9/1997,1,Drip or trickle,
901,12,11/9/1997,1,Drip or trickle,
901,12,12/9/1997,1,Drip or trickle,
901,12,13/09/1997,1,Drip or trickle,
901,12,14/09/1997,1,Drip or trickle,
901,12,15/09/1997,1,Drip or trickle,
901,12,16/09/1997,1,Drip or trickle,
901,12,17/09/1997,1,Drip or trickle,
901,12,18/09/1997,1,Drip or trickle,
901,12,19/09/1997,1,Drip or trickle,
901,12,20/09/1997,1,Drip or trickle,
901,12,21/09/1997,1,Drip or trickle,
901,12,29/09/1997,1,Drip or trickle,
901,12,3/10/1997,1,Drip or trickle,
901,12,4/10/1997,1,Drip or trickle,
901,12,5/10/1997,1,Drip or trickle,
901,12,6/10/1997,1,Drip or trickle,
901,12,7/10/1997,1,Drip or trickle,
901,12,13/10/1997,1,Drip or trickle,
901,12,14/10/1997,2,Drip or trickle,
901,12,15/10/1997,1,Drip or trickle,
901,12,16/10/1997,1,Drip or trickle,
901,12,17/10/1997,1,Drip or trickle,
901,12,18/10/1997,1,Drip or trickle,
901,12,19/10/1997,1,Drip or trickle,
901,12,20/10/1997,1,Drip or trickle,
901,12,24/10/1997,1,Drip or trickle,
901,12,25/10/1997,1,Drip or trickle,
901,12,26/10/1997,1,Drip or trickle,
901,12,27/10/1997,3,Drip or trickle,
901,12,28/10/1997,2,Drip or trickle,
901,12,29/10/1997,1,Drip or trickle,
901,12,31/10/1997,3,Drip or trickle,
901,12,1/11/1997,1,Drip or trickle,
901,12,2/11/1997,1,Drip or trickle,
901,12,3/11/1997,1,Drip or trickle,
901,12,4/11/1997,1,Drip or trickle,
901,12,5/11/1997,1,Drip or trickle,
901,12,13/11/1997,2,Drip or trickle,
901,12,14/11/1997,1,Drip or trickle,
901,12,15/11/1997,1,Drip or trickle,
901,12,16/11/1997,1,Drip or trickle,
901,12,17/11/1997,2,Drip or trickle,
901,12,18/11/1997,2,Drip or trickle,
901,12,24/11/1997,2,Drip or trickle,
901,12,25/11/1997,2,Drip or trickle,
901,12,26/11/1997,2,Drip or trickle,
901,12,27/11/1997,2,Drip or trickle,
901,12,30/11/1997,7,Drip or trickle,
901,12,1/12/1997,1,Drip or trickle,
901,12,2/12/1997,2,Drip or trickle,
901,12,4/12/1997,4,Drip or trickle,
901,12,5/12/1997,2,Drip or trickle,
901,12,6/12/1997,2,Drip or trickle,
901,12,7/12/1997,2,Drip or trickle,
901,12,8/12/1997,2,Drip or trickle,
901,12,9/12/1997,2,Drip or trickle,
901,12,10/12/1997,2,Drip or trickle,
901,12,14/12/1997,2,Drip or trickle,
901,12,19/12/1997,5,Drip or trickle,
901,12,20/12/1997,5,Drip or trickle,
901,12,21/12/1997,1,Drip or trickle,
901,12,22/12/1997,1,Drip or trickle,
901,12,23/12/1997,2,Drip or trickle,
901,12,24/12/1997,2,Drip or trickle,
901,12,25/12/1997,2,Drip or trickle,
901,12,26/12/1997,2,Drip or trickle,
901,12,27/12/1997,2,Drip or trickle,
901,12,28/12/1997,2,Drip or trickle,
901,12,1/1/1998,2,Drip or trickle,
901,12,2/1/1998,2,Drip or trickle,
901,12,3/1/1998,2,Drip or trickle,
901,12,4/1/1998,2,Drip or trickle,
901,12,5/1/1998,2,Drip or trickle,
901,12,6/1/1998,2,Drip or trickle,
901,12,8/1/1998,2,Drip or trickle,
901,12,9/1/1998,3,Drip or trickle,
901,12,10/1/1998,2,Drip or trickle,
901,12,14/01/1998,2,Drip or trickle,
901,12,15/01/1998,2,Drip or trickle,
901,12,16/01/1998,2,Drip or trickle,
901,12,17/01/1998,2,Drip or trickle,
901,12,18/01/1998,2,Drip or trickle,
901,12,19/01/1998,2,Drip or trickle,
901,12,20/01/1998,2,Drip or trickle,
901,12,21/01/1998,2,Drip or trickle,
901,12,22/01/1998,2,Drip or trickle,
901,12,23/01/1998,2,Drip or trickle,
901,12,24/01/1998,2,Drip or trickle,
901,12,25/01/1998,2,Drip or trickle,
901,12,26/01/1998,2,Drip or trickle,
901,12,27/01/1998,2,Drip or trickle,
901,12,28/01/1998,2,Drip or trickle,
901,12,30/01/1998,1,Drip or trickle,
901,12,31/01/1998,1,Drip or trickle,
901,12,1/2/1998,1,Drip or trickle,
901,12,2/2/1998,1,Drip or trickle,
901,12,3/2/1998,1,Drip or trickle,
901,12,4/2/1998,2,Drip or trickle,
901,12,5/2/1998,2,Drip or trickle,
901,12,6/2/1998,2,Drip or trickle,
901,12,7/2/1998,2,Drip or trickle,
901,12,8/2/1998,1,Drip or trickle,
901,12,9/2/1998,3,Drip or trickle,
901,12,10/2/1998,2,Drip or trickle,
901,12,12/2/1998,1,Drip or trickle,
901,12,13/02/1998,1,Drip or trickle,
901,12,16/02/1998,2,Drip or trickle,
901,12,19/02/1998,1,Drip or trickle,
901,12,20/02/1998,3,Drip or trickle,
901,12,21/02/1998,3,Drip or trickle,
901,12,22/02/1998,3,Drip or trickle,
901,12,23/02/1998,3,Drip or trickle,
901,12,28/02/1998,3,Drip or trickle,
901,12,2/3/1998,3,Drip or trickle,
901,12,3/3/1998,1,Drip or trickle,
901,12,4/3/1998,2,Drip or trickle,
901,12,5/3/1998,2,Drip or trickle,
901,12,6/3/1998,2,Drip or trickle,
901,12,7/3/1998,2,Drip or trickle,
901,12,8/3/1998,2,Drip or trickle,
901,12,9/3/1998,3,Drip or trickle,
901,12,10/3/1998,2,Drip or trickle,
901,12,11/3/1998,2,Drip or trickle,
901,12,12/3/1998,2,Drip or trickle,
901,12,13/03/1998,3,Drip or trickle,
901,12,14/03/1998,3,Drip or trickle,
901,12,15/03/1998,1,Drip or trickle,
901,12,16/03/1998,3,Drip or trickle,
901,12,17/03/1998,2,Drip or trickle,
901,12,18/03/1998,2,Drip or trickle,
901,12,19/03/1998,2,Drip or trickle,
901,12,21/03/1998,2,Drip or trickle,
901,12,22/03/1998,2,Drip or trickle,
901,12,23/03/1998,2,Drip or trickle,
901,12,24/03/1998,2,Drip or trickle,
901,12,25/03/1998,2,Drip or trickle,
901,12,26/03/1998,4,Drip or trickle,
901,12,27/03/1998,2,Drip or trickle,
901,12,28/03/1998,2,Drip or trickle,
901,12,29/03/1998,2,Drip or trickle,
901,12,30/03/1998,2,Drip or trickle,
901,12,31/03/1998,2,Drip or trickle,
901,12,1/4/1998,2,Drip or trickle,
901,12,2/4/1998,2,Drip or trickle,
901,12,4/4/1998,1,Drip or trickle,
901,12,5/4/1998,2,Drip or trickle,
901,12,6/4/1998,3,Drip or trickle,
